chr1	94098992	94103014	ABCA4_94102591	0.17798	-	3599	0.0485552
chr1	94111580	94112972	ABCA4_94111972	0.224762	-	392	0.0275345
chr1	94118567	94118568	ABCA4_94118567	0.152832	-	0	0.144
chr17	69287752	69289176	ABCA5_69288298	0.01662	-	546	0.0366987
chr17	69290038	69291215	ABCA5_69290176	0.547739	-	138	0.057181
chr17	69291327	69294654	ABCA5_69293363	0.052303	-	2036	0.0830977
chr17	69297360	69301138	ABCA5_69297924	0.559708	-	564	0.0766678
chr17	69306955	69308279	ABCA5_69307084	0.5168	-	129	0.0401805
chr17	69308369	69309261	ABCA5_69308453	0.048065	-	84	0.0472343
chr17	69096802	69097919	ABCA6_69097451	0.070518	-	649	0.0157341
chr17	69102969	69105461	ABCA6_69103646	0.034013	-	677	0.0179254
chr17	69117957	69123238	ABCA6_69122224	0.428836	-	4267	0.0336459
chr17	69123408	69124887	ABCA6_69124377	0.132752	-	969	0.0266565
chr19	1051053	1051154	ABCA7_1051121	0.015499	+	68	0.0468416
chr17	68881212	68881862	ABCA8_68881401	0.788875	-	189	0.0105538
chr17	68883883	68884330	ABCA8_68884154	0.961957	-	271	0.0338277
chr17	68887507	68891488	ABCA8_68889857	0.105488	-	2350	0.0398797
chr17	68937116	68940757	ABCA8_68938263	0.044648	-	1147	0.0932376
chr17	68940963	68941938	ABCA8_68941736	0.017037	-	773	0.0101262
chr17	68989119	68989812	ABCA9_68989543	0.174469	-	424	0.0244632
chr17	69021862	69024213	ABCA9_69022911	0.198878	-	1049	0.016675
chr17	69045337	69049282	ABCA9_69048428	0.104185	-	3091	0.0895592
chr2	168924804	168927155	ABCB11_168926299	0.015527	-	1495	0.0501778
chr2	168932534	168935183	ABCB11_168933498	0.03093	-	964	0.0389755
chr2	168969552	168970044	ABCB11_168969608	0.3206	-	56	0.0264736
chr2	169013511	169014302	ABCB11_169013717	0.014251	-	206	0.122109
chr2	169014355	169016777	ABCB11_169015189	0.010454	-	834	0.0453819
chr7	87516666	87519325	ABCB1_87518685	0.060259	-	2019	0.0329545
chr7	87545000	87545862	ABCB1_87545644	0.277635	-	644	0.0314919
chr7	87553933	87561262	ABCB1_87555888	0.561163	-	1955	0.0490628
chr7	87595815	87600116	ABCB1_87597682	0.044393	-	1867	0.0608507
chr7	87418621	87419997	ABCB4_87418851	0.959582	-	230	0.0123525
chr7	87420076	87422120	ABCB4_87421156	0.020745	-	1080	0.0282211
chrX	75065242	75069006	ABCB7_75067208	0.017569	-	1966	0.112318
chr16	48170219	48170888	ABCC11_48170636	0.254461	-	417	0.0203079
chr16	48224430	48227805	ABCC11_48227103	0.015782	-	2673	0.0366824
chr16	48122249	48122250	ABCC12_48122249	0.020279	-	0	0.009
chr16	48126231	48126232	ABCC12_48126231	0.041255	-	0	0
chr16	48130061	48130062	ABCC12_48130061	0.031716	-	0	0
chr16	48132351	48132352	ABCC12_48132351	0.030737	-	0	0
chr16	48145174	48145175	ABCC12_48145174	0.045729	-	0	0
chr16	16048304	16052723	ABCC1_16052689	0.311342	+	4385	0.0411247
chr16	16102718	16106737	ABCC1_16104011	0.199926	+	1293	0.0348368
chr16	16124916	16125809	ABCC1_16125159	0.208166	+	243	0.018738
chr10	99782878	99784607	ABCC2_99784128	0.323807	+	1250	0.0391324
chr10	99797332	99799206	ABCC2_99798777	0.043632	+	1445	0.0182263
chr10	99800564	99804018	ABCC2_99803969	0.140968	+	3405	0.0393107
chr10	99804274	99805381	ABCC2_99804685	0.037416	+	411	0.0543071
chr10	99813145	99817307	ABCC2_99817195	0.025827	+	4050	0.0847751
chr10	99847128	99850601	ABCC2_99850401	0.027507	+	3273	0.101668
chr17	50684876	50687535	ABCC3_50686338	0.043527	+	1462	0.0933986
chr13	95034740	95043681	ABCC4_95038629	0.519154	-	3889	0.127314
chr13	95044439	95053094	ABCC4_95045859	0.533974	-	1420	0.0351604
chr13	95075552	95083139	ABCC4_95078759	0.218857	-	3207	0.0197349
chr13	95164519	95166157	ABCC4_95165939	0.238758	-	1420	0.0127863
chr13	95170629	95177706	ABCC4_95171297	0.087985	-	668	0.0537004
chr3	183965502	183967694	ABCC5_183966275	0.121662	-	773	0.0315557
chr16	16157810	16159481	ABCC6_16157874	0.012046	-	64	0.0792071
chr16	16169854	16173283	ABCC6_16170662	0.018807	-	808	0.0213963
chr16	16185035	16187123	ABCC6_16186105	0.12758	-	1070	0.0367874
chr16	16188975	16190163	ABCC6_16190095	0.344618	-	1120	0.0100926
chr11	17398442	17402660	ABCC8_17400096	0.095422	-	1654	0.0423134
chr11	17402754	17404511	ABCC8_17403180	0.118433	-	426	0.081749
chr11	17463605	17470100	ABCC8_17465047	0.042566	-	1442	0.0158995
chr12	21838171	21842313	ABCC9_21838469	0.360344	-	298	0.0407781
chr12	21838171	21842313	ABCC9_21839714	0.112416	-	1543	0.0407781
chr12	21848247	21852096	ABCC9_21848338	0.930916	-	91	0.0546334
chr12	21861056	21862952	ABCC9_21862493	0.422966	-	1437	0.0189093
chr12	21906289	21908076	ABCC9_21907288	0.104496	-	999	0.0769446
chr12	21913067	21915667	ABCC9_21914150	0.025734	-	1083	0.0697138
chrX	153726167	153729231	ABCD1_153729135	0.012797	+	2968	0.0447415
chr12	39573842	39579534	ABCD2_39577411	0.024935	-	3569	0.0854751
chr12	39579620	39586151	ABCD2_39580716	0.01811	-	1096	0.056996
chr1	94464874	94467918	ABCD3_94467642	0.050717	+	2768	0.091406
chr1	94468008	94473765	ABCD3_94471033	0.34466	+	3025	0.0948861
chr1	94499035	94499494	ABCD3_94499174	0.074357	+	139	0.0891329
chr14	74295980	74296332	ABCD4_74296270	0.084154	-	290	0.0575313
chr4	145105691	145108014	ABCE1_145106783	0.020657	+	1092	0.0580108
chr4	145111065	145112238	ABCE1_145111189	0.147722	+	124	0.0501961
chr7	151221681	151222520	ABCF2_151222081	0.06541	-	400	0.0337938
chr3	184191256	184192600	ABCF3_184191671	0.186673	+	415	0.0526905
chr21	42276946	42282273	ABCG1_42279891	0.042745	+	2945	0.0166852
chr21	42285995	42287888	ABCG1_42287591	0.883048	+	1596	0.00929054
chr2	43824433	43824888	ABCG5_43824707	0.052722	-	274	0.0815538
chr2	43839959	43839960	ABCG8_43839959	0.253097	+	0	0
chr6	31691919	31693026	ABHD16A_31692577	0.191268	-	658	0.0283631
chr9	71870263	71874613	ABHD17B_71871819	0.010506	-	1556	0.0555841
chr15	89185517	89188192	ABHD2_89187517	0.057171	+	2000	0.0215854
chr18	21657153	21659169	ABHD3_21658567	0.018058	-	1414	0.0852078
chr14	22604080	22606421	ABHD4_22605527	0.281795	+	1447	0.0596335
chr10	26751784	26759061	ABI1_26752662	0.120684	-	878	0.185664
chr10	26759239	26765217	ABI1_26762739	0.021556	-	3500	0.145192
chr10	26765319	26768851	ABI1_26767315	0.01528	-	1996	0.0499708
chr2	203382207	203391045	ABI2_203390145	0.030141	+	7938	0.164739
chr3	100750611	100751551	ABI3BP_100751410	0.030413	-	799	0.0686255
chr3	100774674	100775206	ABI3BP_100775132	0.078614	-	458	0.0542406
chr3	100796469	100804791	ABI3BP_100799223	0.055491	-	2754	0.0549601
chr3	100848876	100850044	ABI3BP_100849620	0.04829	-	744	0.0453082
chr9	130878568	130880067	ABL1_130879751	0.237207	+	1183	0.0143669
chr9	130880665	130883968	ABL1_130881645	0.387611	+	980	0.0459785
chr10	114436374	114437843	ABLIM1_114436534	0.064967	-	160	0.0637931
chr10	114473133	114473878	ABLIM1_114473162	0.205254	-	29	0.128699
chr10	114488017	114491790	ABLIM1_114490249	0.046426	-	2232	0.0690488
chr4	8077722	8080675	ABLIM2_8078886	0.144518	-	1164	0.0191094
chr5	149230708	149233228	ABLIM3_149231238	0.411121	+	530	0.0332321
chr5	149245016	149246481	ABLIM3_149245504	0.359718	+	488	0.0243345
chr6	139034222	139042718	ABRACL_139040784	0.054437	+	6562	0.059647
chr17	1083628	1091664	ABR_1090319	0.102068	-	6691	0.0687174
chr11	34161082	34162575	ABTB2_34161769	0.157334	-	687	0.0272605
chr16	27643360	27644232	AC002551.1_27643753	0.072442	+	393	0.0807683
chr7	157739452	157740285	AC006003.3_157739925	0.054092	-	473	0.0024958
chr19	56304831	56310123	AC006116.20_56305482	0.244286	+	651	0.0195079
chr17	28727356	28727640	AC010761.14_28727476	0.205261	+	120	0.0494366
chr15	26657305	26658443	AC011196.3_26657921	0.013536	-	616	0.0408866
chr2	33555315	33563477	AC020594.5_33558610	0.103443	-	3295	0.133543
chr2	173898030	173899390	AC106900.6_173898509	0.014193	-	479	0.0264434
chr4	76638882	76639577	AC107072.2_76639483	0.256606	+	601	0.171304
chr2	241897335	241900357	AC131097.4_241897368	0.359463	-	33	0.0265483
chr8	141516441	141516442	AC138647.1_141516441	0.597629	+	0	0
chr3	38129389	38131595	ACAA1_38130997	0.181736	-	1608	0.0209161
chr3	38136686	38136864	ACAA1_38136801	0.055259	-	115	0.0319213
chr18	49783932	49785196	ACAA2_49784623	0.606026	-	691	0.0240831
chr17	37151422	37155682	ACACA_37153300	0.017162	-	1878	0.176539
chr17	37253037	37257702	ACACA_37256226	0.037282	-	3189	0.0604109
chr17	37270862	37274192	ACACA_37271209	0.07929	-	347	0.0679889
chr17	37274300	37275950	ACACA_37274621	0.252194	-	321	0.22033
chr12	109188163	109191612	ACACB_109190542	0.020202	+	2379	0.0213001
chr12	109206857	109209164	ACACB_109207663	0.407719	+	806	0.0300936
chr12	109223905	109227370	ACACB_109227295	0.144005	+	3390	0.0410548
chr12	109234046	109235312	ACACB_109234300	0.118944	+	254	0.0546319
chr12	111705933	111709525	ACAD10_111708387	0.304349	+	2454	0.0464438
chr12	111712658	111715820	ACAD10_111715030	0.086588	+	2372	0.0560073
chr3	132575927	132576943	ACAD11_132576774	0.01003	-	847	0.0778858
chr3	132628447	132630436	ACAD11_132628546	0.800618	-	99	0.0787672
chr3	132631480	132639491	ACAD11_132638124	0.06679	-	6644	0.113457
chr3	132639657	132641971	ACAD11_132640506	0.17223	-	849	0.03785
chr3	128884747	128893554	ACAD9_128885533	0.085354	+	786	0.137077
chr3	128884747	128893554	ACAD9_128890362	0.0149	+	5615	0.137077
chr3	128899462	128901275	ACAD9_128901217	0.037769	+	1755	0.03792
chr2	210189055	210192803	ACADL_210191629	0.019129	-	2574	0.0779658
chr2	210205797	210210195	ACADL_210207366	0.186229	-	1569	0.0269975
chr1	75745915	75749418	ACADM_75748039	0.355913	+	2124	0.0802295
chr10	123051187	123053060	ACADSB_123051968	0.010353	+	781	0.012992
chr15	88836277	88838662	ACAN_88836869	0.635494	+	592	0.0305157
chr3	195285858	195289120	ACAP2_195286032	0.987333	-	174	0.0822612
chr3	195285858	195289120	ACAP2_195288411	0.013538	-	2553	0.0822612
chr3	195308838	195320700	ACAP2_195317946	0.171022	-	9108	0.141285
chr3	195326960	195333027	ACAP2_195330060	0.029976	-	3100	0.047467
chr1	1304144	1307768	ACAP3_1307688	0.070282	-	3544	0.0381131
chr6	159763054	159767004	ACAT2_159764268	0.01507	+	1214	0.0426228
chr10	27211082	27215534	ACBD5_27211797	0.030888	-	715	0.111081
chr10	27215642	27217979	ACBD5_27216794	0.024027	-	1152	0.110827
chr10	27218184	27219722	ACBD5_27218364	0.032477	-	180	0.0581053
chr1	180495526	180502044	ACBD6_180496551	0.032813	-	1025	0.0893432
chr11	44050623	44051334	ACCSL_44050706	0.229738	+	83	0.0852996
chr11	44055292	44056039	ACCSL_44055347	0.217902	+	55	0.0264886
chrX	15573466	15575665	ACE2_15575294	0.039743	-	1828	0.0766535
chrX	15592323	15594844	ACE2_15593586	0.088921	-	1263	0.184854
chrX	15595004	15600725	ACE2_15599754	0.133619	-	4750	0.132216
chr9	19446419	19450449	ACER2_19450354	0.568517	+	3935	0.0319099
chr17	63483559	63483848	ACE_63483786	0.762992	+	227	0.0366747
chr17	41883233	41884192	ACLY_41883881	0.03503	-	648	0.0140876
chr2	134862019	134863394	ACMSD_134862374	0.32615	+	355	0.0569258
chr2	134867673	134870964	ACMSD_134867963	0.091692	+	290	0.0689189
chr9	32423420	32424548	ACO1_32424041	0.074269	+	621	0.0416401
chr9	32434702	32436249	ACO1_32435599	0.016444	+	897	0.0181648
chr22	41515918	41517526	ACO2_41516395	0.293154	+	477	0.0320535
chr13	76954776	76954777	ACOD1_76954776	0.014808	+	0	0
chr1	54602725	54603870	ACOT11_54603080	0.658019	+	355	0.0155153
chr5	81344216	81344890	ACOT12_81344653	0.364076	-	437	0.0236929
chr5	81346005	81347773	ACOT12_81346155	0.634595	-	150	0.0836821
chr5	81346005	81347773	ACOT12_81346204	0.759791	-	199	0.0836821
chr5	81360039	81363787	ACOT12_81360681	0.013888	-	642	0.0726473
chr14	73593905	73595048	ACOT4_73594037	0.347507	+	132	0.024706
chr1	6333569	6339432	ACOT7_6334193	0.17113	-	624	0.0697442
chr17	75951578	75953450	ACOX1_75952011	0.01997	-	433	0.0251538
chr3	58528957	58530465	ACOX2_58529556	0.399713	-	599	0.0131572
chr4	8373629	8374977	ACOX3_8373916	0.952711	-	287	0.0172144
chr11	47245835	47247640	ACP2_47247096	0.026176	-	1261	0.0359003
chr1	147648412	147650142	ACP6_147649243	0.021702	-	831	0.0126948
chr3	132342645	132344926	ACPP_132343855	0.014526	+	1210	0.0718409
chr15	78173840	78174384	ACSBG1_78173876	0.097784	-	36	0.0178382
chr15	78179781	78180754	ACSBG1_78180453	0.285827	-	672	0.0134317
chr19	6187846	6190583	ACSBG2_6188841	0.012808	+	995	0.0608089
chr16	89133263	89145266	ACSF3_89145086	0.011307	+	11823	0.0813754
chr4	184763256	184764852	ACSL1_184764346	0.064248	-	1090	0.0238578
chr4	184766757	184768315	ACSL1_184767818	0.250987	-	1061	0.0118235
chr4	184770477	184773080	ACSL1_184770770	0.657995	-	293	0.055368
chr2	222900781	222908732	ACSL3_222907196	0.423123	+	6415	0.100905
chr2	222909151	222916318	ACSL3_222912752	0.120226	+	3601	0.0525516
chrX	109674474	109677987	ACSL4_109676543	0.228626	-	2069	0.075589
chr5	131954372	131959535	ACSL6_131956476	0.014711	-	2104	0.106286
chr16	20661874	20669826	ACSM1_20663447	0.040633	-	1573	0.0651237
chr16	20781131	20781707	ACSM3_20781588	0.977285	+	457	0.0396615
chr16	20786159	20790586	ACSM3_20788771	0.38164	+	2612	0.0618112
chr16	20792336	20796369	ACSM3_20792770	0.035629	+	434	0.0819524
chr12	7310747	7317136	ACSM4_7316640	0.024104	+	5893	0.0220786
chr12	7318183	7320724	ACSM4_7320407	0.809641	+	2224	0.0706037
chr12	7324599	7326975	ACSM4_7325183	0.015679	+	584	0.0236641
chr16	20421402	20423915	ACSM5_20423807	0.67537	+	2405	0.016308
chr16	20424070	20427787	ACSM5_20427585	0.082551	+	3515	0.0586503
chr10	95207416	95210649	ACSM6_95208638	0.404101	+	1222	0.155115
chr20	25012665	25012811	ACSS1_25012741	0.037899	-	76	0.047726
chr20	34926282	34926876	ACSS2_34926789	0.304913	+	507	0.173805
chr12	81143248	81151843	ACSS3_81150016	0.312087	+	6768	0.0509009
chr1	229432881	229432986	ACTA1_229432904	0.028221	-	23	0.0736571
chr7	5529664	5530523	ACTB_5530194	0.016744	-	530	0.0901467
chr2	73909140	73913484	ACTG2_73909457	0.070958	+	317	0.0646745
chr3	179576914	179580639	ACTL6A_179580049	0.336632	+	3135	0.082284
chr14	68880990	68882457	ACTN1_68881387	0.0313	-	397	0.0248091
chr1	236737215	236739301	ACTN2_236739163	0.028972	+	1948	0.0800542
chr19	38728027	38728995	ACTN4_38728881	0.407697	+	854	0.224196
chr10	102484377	102485608	ACTR1A_102484553	0.26497	-	176	0.0514671
chr7	152816589	152820298	ACTR3B_152819510	0.745988	+	2921	0.0273993
chr2	113940103	113942185	ACTR3_113941084	0.286332	+	981	0.0488256
chr20	38750240	38752130	ACTR5_38750392	0.361773	+	152	0.0553
chr12	100205745	100207662	ACTR6_100207346	0.100427	+	1601	0.076024
chr12	100212529	100218414	ACTR6_100215383	0.255407	+	2854	0.0530282
chr12	100220147	100223785	ACTR6_100222534	0.052661	+	2387	0.0862325
chr3	169768351	169769320	ACTRT3_169768830	0.069635	-	479	0.0241011
chr12	51976576	51980968	ACVR1B_51979710	0.209923	+	3134	0.141913
chr2	157737666	157738439	ACVR1_157737964	0.063633	-	298	0.0634334
chr2	157778343	157780336	ACVR1_157780121	0.345601	-	1778	0.065847
chr2	147917427	147918446	ACVR2A_147917976	0.133465	+	549	0.0443778
chr3	38479827	38481350	ACVR2B_38481229	0.978579	+	1402	0.0208798
chr12	51907696	51912469	ACVRL1_51909040	0.064895	+	1344	0.124714
chr12	51916234	51918984	ACVRL1_51917284	0.47659	+	1050	0.0931513
chr15	58640961	58643885	ADAM10_58641817	0.014435	-	856	0.0503663
chr10	126017340	126019694	ADAM12_126018225	0.047596	-	885	0.0301436
chr8	39678265	39678266	ADAM18_39678265	0.026574	+	0	0
chr5	157493178	157494686	ADAM19_157493643	0.220203	-	465	0.0180935
chr7	88116815	88125588	ADAM22_88117548	0.050089	+	733	0.0697732
chr7	88116815	88125588	ADAM22_88122608	0.055273	+	5793	0.0697732
chr7	88156007	88163011	ADAM22_88159564	0.051219	+	3557	0.147695
chr7	88163181	88165831	ADAM22_88163776	0.037516	+	595	0.0457864
chr2	206567323	206570739	ADAM23_206568021	0.084054	+	698	0.0909417
chr2	206570812	206571726	ADAM23_206571685	0.812132	+	873	0.0429891
chr8	24331328	24332659	ADAM28_24332138	0.015487	+	810	0.0219782
chr8	24332750	24335445	ADAM28_24334597	0.039439	+	1847	0.0362375
chr8	24335642	24339465	ADAM28_24338944	0.022378	+	3302	0.0139098
chr8	24343585	24349863	ADAM28_24348901	0.013188	+	5316	0.0203017
chr8	39759209	39759210	ADAM2_39759209	0.019889	-	0	0
chr8	39765084	39765085	ADAM2_39765084	0.018692	-	0	0.049
chr8	39823481	39823482	ADAM2_39823481	0.349232	-	0	0
chr8	39830624	39830625	ADAM2_39830624	0.053536	-	0	0.002
chr8	24466599	24466600	ADAM7_24466599	0.298191	+	0	0
chr8	24471437	24471438	ADAM7_24471437	0.183977	+	0	0.003
chr8	24476691	24476692	ADAM7_24476691	0.378139	+	0	0
chr8	24507796	24507797	ADAM7_24507796	0.031607	+	0	0
chr10	133268863	133269444	ADAM8_133268996	0.850738	-	133	0.00543029
chr8	39007984	39011657	ADAM9_39009103	0.019187	+	1119	0.0519578
chr8	39011717	39013964	ADAM9_39012254	0.062962	+	537	0.0664263
chr8	39077412	39082640	ADAM9_39081461	0.035729	+	4049	0.0900132
chr8	24393339	24394068	ADAMDEC1_24393946	0.183854	+	607	0.0199712
chr8	24394148	24395719	ADAMDEC1_24394713	0.422569	+	565	0.0207829
chr8	24399475	24400169	ADAMDEC1_24399602	0.126	+	127	0.0151369
chr5	33588810	33595933	ADAMTS12_33588852	0.092377	-	42	0.0508831
chr5	33649698	33658183	ADAMTS12_33649903	0.845765	-	205	0.0823525
chr9	133426063	133426198	ADAMTS13_133426137	0.054022	+	74	0.0323926
chr10	70732360	70733884	ADAMTS14_70733540	0.016246	+	1180	0.0328091
chr10	70734029	70735168	ADAMTS14_70734635	0.193285	+	606	0.0594557
chr10	70749986	70751477	ADAMTS14_70751100	0.022673	+	1114	0.0250007
chr11	130471384	130473046	ADAMTS15_130472838	0.052351	+	1454	0.023136
chr5	5140767	5146129	ADAMTS16_5143909	0.094369	+	3142	0.0432391
chr5	5239926	5242052	ADAMTS16_5241570	0.036293	+	1644	0.0158772
chr15	100261637	100262351	ADAMTS17_100261736	0.889601	-	99	0.0165868
chr16	77295128	77297288	ADAMTS18_77295755	0.016572	-	627	0.0834324
chr16	77297416	77300262	ADAMTS18_77298495	0.012712	-	1079	0.0269624
chr16	77335905	77341703	ADAMTS18_77341234	0.147954	-	5329	0.0544543
chr16	77353887	77355939	ADAMTS18_77355633	0.01734	-	1746	0.0187519
chr16	77356078	77359317	ADAMTS18_77356876	0.045591	-	798	0.0193625
chr5	129620759	129622197	ADAMTS19_129620870	0.08063	+	111	0.0280125
chr12	43431497	43432303	ADAMTS20_43431730	0.624368	-	233	0.0430385
chr12	43432812	43434244	ADAMTS20_43433583	0.019594	-	771	0.0267172
chr12	43452696	43453906	ADAMTS20_43452753	0.351703	-	57	0.115795
chr12	43452696	43453906	ADAMTS20_43453819	0.02162	-	1123	0.115795
chr12	43464733	43466651	ADAMTS20_43464869	0.630352	-	136	0.0281757
chr5	179344162	179345189	ADAMTS2_179344507	0.012903	-	345	0.125602
chr4	72306068	72309396	ADAMTS3_72307413	0.232711	-	1345	0.18089
chr4	72312467	72313676	ADAMTS3_72313409	0.133666	-	942	0.0255476
chr21	26934750	26943379	ADAMTS5_26943223	0.029328	-	8473	0.122545
chr5	65170774	65172831	ADAMTS6_65171769	0.262956	-	995	0.0860758
chr5	65260664	65262816	ADAMTS6_65262117	0.048292	-	1453	0.252511
chr11	130411601	130414530	ADAMTS8_130413403	0.375034	-	1802	0.05445
chr3	64616171	64621113	ADAMTS9_64620446	0.020585	-	4275	0.0604294
chr3	64633880	64641847	ADAMTS9_64634716	0.018529	-	836	0.0461759
chr3	64655876	64658501	ADAMTS9_64658388	0.216895	-	2512	0.0447276
chr9	18681960	18684715	ADAMTSL1_18684633	0.034528	+	2673	0.120266
chr15	84036988	84037699	ADAMTSL3_84037322	0.367126	+	334	0.0180408
chr21	45180445	45182584	ADARB1_45181231	0.263318	+	786	0.0054432
chr21	45183511	45184922	ADARB1_45183960	0.230123	+	449	0.0107994
chr16	75603172	75608223	ADAT1_75604929	0.035168	-	1757	0.0573607
chr16	75612862	75617141	ADAT1_75615940	0.040554	-	3078	0.063437
chr16	75620821	75622402	ADAT1_75621929	0.21336	-	1108	0.0274364
chr20	44629170	44636226	ADA_44634741	0.424285	-	5571	0.0170652
chr1	167809840	167810724	ADCY10_167810525	0.29203	-	685	0.0160916
chr1	167818268	167822023	ADCY10_167818988	0.014469	-	720	0.159048
chr1	167829424	167832986	ADCY10_167832737	0.235328	-	3313	0.0418217
chr1	167834078	167836308	ADCY10_167834283	0.949853	-	205	0.00947758
chr1	167856440	167859806	ADCY10_167857159	0.102234	-	719	0.0206221
chr1	167859894	167860870	ADCY10_167860180	0.863139	-	286	0.0949191
chr1	167870411	167875130	ADCY10_167873309	0.024028	-	2898	0.0319835
chr1	167875187	167878445	ADCY10_167876731	0.612897	-	1544	0.0404561
chr1	167896692	167899422	ADCY10_167897595	0.048143	-	903	0.0180579
chr5	7707839	7709210	ADCY2_7708822	0.121542	+	983	0.0255266
chr5	7709388	7712855	ADCY2_7711218	0.03926	+	1830	0.00926247
chr5	7717238	7724544	ADCY2_7717843	0.048004	+	605	0.0722362
chr5	7816981	7820564	ADCY2_7819185	0.048235	+	2204	0.0394415
chr12	48772544	48773468	ADCY6_48772968	0.095075	-	424	0.0996407
chr8	130783806	130785382	ADCY8_130785219	0.247225	-	1413	0.0124772
chr8	130904043	130909707	ADCY8_130908923	0.015075	-	4880	0.0313646
chr8	130943463	130951867	ADCY8_130948701	0.130359	-	5238	0.024551
chr16	3977631	3979115	ADCY9_3978353	0.62112	-	722	0.024091
chr16	3983441	3988993	ADCY9_3985478	0.162438	-	2037	0.0163262
chr16	3989097	3992145	ADCY9_3989791	0.422564	-	694	0.039811
chr18	908364	909445	ADCYAP1_908458	0.011034	+	94	0.187088
chr4	2905016	2907742	ADD1_2906633	0.525532	+	1617	0.313434
chr4	2905016	2907742	ADD1_2907175	0.013275	+	2159	0.313434
chr2	70688123	70690785	ADD2_70688560	0.049161	-	437	0.0239166
chr2	70690930	70692402	ADD2_70692143	0.64666	-	1213	0.0198607
chr10	110112916	110116258	ADD3_110116207	0.771577	+	3291	0.0613082
chr10	110118737	110119210	ADD3_110119010	0.030624	+	273	0.0936173
chr10	110124275	110125825	ADD3_110125505	0.141469	+	1230	0.0667761
chr6	146726198	146728573	ADGB_146728385	0.95267	+	2187	0.0176366
chr6	146736397	146736398	ADGB_146736397	0.367503	+	0	0
chr6	146736749	146736750	ADGB_146736749	0.024616	+	0	0
chr8	37840267	37840759	ADGRA2_37840334	0.578175	+	67	0.0330711
chr4	22401555	22402674	ADGRA3_22401891	0.075337	-	336	0.0812431
chr4	22438421	22442649	ADGRA3_22442264	0.018723	-	3843	0.0578597
chr4	22442864	22444972	ADGRA3_22443231	0.184289	-	367	0.0368454
chr8	142475636	142476584	ADGRB1_142475794	0.06436	+	158	0.0473829
chr1	31739636	31739925	ADGRB2_31739729	0.526432	-	93	0.0279239
chr6	68637563	68638660	ADGRB3_68638066	0.025826	+	503	0.573521
chr6	69014107	69018390	ADGRB3_69015605	0.019227	+	1498	0.0507759
chr6	69333009	69338915	ADGRB3_69337780	0.052964	+	4771	0.12228
chr12	131104935	131105753	ADGRD1_131105032	0.530514	+	97	0.0252323
