decoyID	species	max1	pos1	max2	pos2	d	clade	matched_common_name
WNK3_54251105	gadMor1	0.003446	0	0.909761	133	0.833587	Fish	Atlantic cod
GTPBP4_990430	melUnd1	0.579286	48	0.743115	306	0.910474	Aves	Budgerigar
PARD3_34564782	melUnd1	0.832907	49	0.971347	313	0.959656	Aves	Budgerigar
EXOC6_93057916	melUnd1	0.813449	48	0.382739	120	0.861538	Aves	Budgerigar
WNT8B_100480650	melUnd1	0.930087	48	0.842133	89	0.311412	Aves	Budgerigar
DOCK1_126944196	melUnd1	0.00317	50	0.921053	260	0.973614	Aves	Budgerigar
GFRA1_116092014	melUnd1	0.017665	49	0.337122	390	0.73093	Aves	Budgerigar
OSBPL5_3091483	melUnd1	0.011829	32	0.396842	177	0.715807	Aves	Budgerigar
PNPLA2_820135	melUnd1	0.908757	48	0.340565	93	0.762846	Aves	Budgerigar
SCUBE2_9053241	melUnd1	0.890591	49	0.384279	354	0.191489	Aves	Budgerigar
TEAD1_12675014	melUnd1	0.417091	13	0.302392	42	0.333868	Aves	Budgerigar
TCIRG1_68044688	melUnd1	0.880098	48	0.409985	158	0.516616	Aves	Budgerigar
EED_86273785	melUnd1	0.782561	48	0.399389	189	0.943427	Aves	Budgerigar
TMEM135_87296136	melUnd1	0.399788	58	0.376137	97	0.964883	Aves	Budgerigar
C2CD2L_119109342	melUnd1	0.242662	28	0.549291	137	0.76665	Aves	Budgerigar
POU2F3_120243225	melUnd1	0.929538	45	0.490222	128	0.809011	Aves	Budgerigar
A2M_9100279	melUnd1	0.423676	49	0.542197	179	0.638107	Aves	Budgerigar
CACNA1C_2506696	melUnd1	0.810911	48	0.411059	270	0.932533	Aves	Budgerigar
ITPR2_26717716	melUnd1	0.702639	49	0.379887	252	0.882154	Aves	Budgerigar
PIK3C2G_18493764	melUnd1	0.000994	3	0.74994	165	0.84732	Aves	Budgerigar
OTOGL_80229549	melUnd1	0.706971	48	0.464514	116	0.925884	Aves	Budgerigar
FGD6_95137814	melUnd1	0.267472	49	0.546666	112	0.916445	Aves	Budgerigar
NT5DC3_103781461	melUnd1	0.919945	49	0.822464	260	0.91054	Aves	Budgerigar
PLXNC1_94300629	melUnd1	0.058456	48	0.547117	125	0.863153	Aves	Budgerigar
ATXN2_111517186	melUnd1	0.301281	49	0.34323	168	0.540331	Aves	Budgerigar
WASHC4_105136735	melUnd1	0.717686	48	0.385441	335	0.833333	Aves	Budgerigar
BICDL1_120090729	melUnd1	0.670783	48	0.684668	183	0.861606	Aves	Budgerigar
RNF10_120573860	melUnd1	0.002509	18	0.634194	194	0.932543	Aves	Budgerigar
MICU2_21505878	melUnd1	0.107922	18	0.384932	645	0.851474	Aves	Budgerigar
VWA8_41700863	melUnd1	0.465553	49	0.338157	363	0.817972	Aves	Budgerigar
ZC3H13_45957695	melUnd1	0.69927	23	0.516348	68	0.82453	Aves	Budgerigar
GPR180_94626665	melUnd1	0.131684	48	0.617868	180	0.031434	Aves	Budgerigar
MBNL2_97343644	melUnd1	0.780435	48	0.315866	325	0.808306	Aves	Budgerigar
VPS36_52449528	melUnd1	0.973968	49	0.307063	244	0.871637	Aves	Budgerigar
FARP1_98411872	melUnd1	0.849647	48	0.509519	75	0.76643	Aves	Budgerigar
GAS6_113847877	melUnd1	0.08623	75	0.632505	131	0.73266	Aves	Budgerigar
PNN_39175521	melUnd1	0.002336	70	0.90857	124	0.225243	Aves	Budgerigar
ATP6V1D_67357079	melUnd1	0.901939	46	0.459033	251	0.942244	Aves	Budgerigar
LTBP2_74515719	melUnd1	0.775465	49	0.666361	224	0.923356	Aves	Budgerigar
PCNX1_71054795	melUnd1	0.512925	48	0.435654	80	0.882203	Aves	Budgerigar
PROX2_74861210	melUnd1	0.000405	47	0.620456	787	0.869721	Aves	Budgerigar
SYNE2_64145203	melUnd1	0.860957	48	0.328802	144	0.843635	Aves	Budgerigar
ZFYVE26_67799816	melUnd1	0.75881	25	0.484458	669	0.77632	Aves	Budgerigar
AHSA1_77463284	melUnd1	0.487958	48	0.348866	199	0.850556	Aves	Budgerigar
CDC42BPB_102957564	melUnd1	0.20249	49	0.712215	157	0.835704	Aves	Budgerigar
KIF26A_104155741	melUnd1	0.140855	48	0.997104	246	0.510483	Aves	Budgerigar
GABRG3_26976641	melUnd1	0.209521	2	0.709689	235	0.935738	Aves	Budgerigar
DUOX1_45138294	melUnd1	0.083244	47	0.547135	110	0.774545	Aves	Budgerigar
SPTBN5_41862928	melUnd1	0.976311	49	0.895725	391	0.128386	Aves	Budgerigar
TP53BP1_43452305	melUnd1	0.552674	24	0.385313	150	0.976109	Aves	Budgerigar
ATP8B4_49899017	melUnd1	0.290973	14	0.30389	313	0.793008	Aves	Budgerigar
TRPM7_50588190	melUnd1	0.658954	22	0.416238	253	0.770305	Aves	Budgerigar
UNC13C_54295822	melUnd1	0.559354	5	0.452764	48	0.904348	Aves	Budgerigar
PRTG_55628533	melUnd1	0.79744	49	0.350396	429	0.605052	Aves	Budgerigar
VPS13C_61855567	melUnd1	0.013243	79	0.444635	132	0.865942	Aves	Budgerigar
VPS13C_61967855	melUnd1	0.251753	49	0.311686	135	0.883684	Aves	Budgerigar
DENND4A_65719472	melUnd1	0.006841	49	0.686108	125	0.946122	Aves	Budgerigar
RP11-697E2.12_90295035	melUnd1	0.879239	54	0.49338	250	0.328084	Aves	Budgerigar
CAPN15_528231	melUnd1	0.040448	91	0.43132	579	0.822464	Aves	Budgerigar
KCTD5_2705186	melUnd1	0.996786	48	0.988814	1495	0.322925	Aves	Budgerigar
MGRN1_4682677	melUnd1	0.806093	45	0.394283	117	0.684018	Aves	Budgerigar
MYH11_15758210	melUnd1	0.251139	60	0.515549	220	0.818966	Aves	Budgerigar
ZC3H7A_11756754	melUnd1	0.519852	49	0.396348	132	0.902323	Aves	Budgerigar
COG7_23434549	melUnd1	0.658115	49	0.358732	226	0.315634	Aves	Budgerigar
MYLK3_46719029	melUnd1	0.791411	49	0.331008	252	0.961882	Aves	Budgerigar
CYBA_88647828	melUnd1	0.225825	49	0.818138	173	0.492375	Aves	Budgerigar
GSE1_85662166	melUnd1	0.515756	48	0.473697	151	0.785601	Aves	Budgerigar
ANKFY1_4206051	melUnd1	0.945351	49	0.766836	187	0.936874	Aves	Budgerigar
DNAH9_11702647	melUnd1	0.00647	48	0.799693	166	0.930759	Aves	Budgerigar
MYH2_10535652	melUnd1	0.080665	14	0.692608	140	0.697444	Aves	Budgerigar
P2RX5_3691098	melUnd1	0.015552	49	0.563404	444	0.196992	Aves	Budgerigar
RP11-385D13.1_15627805	melUnd1	0.528357	62	0.683669	264	0.939372	Aves	Budgerigar
DNAJC7_41995088	melUnd1	0.639837	49	0.403394	318	0.766078	Aves	Budgerigar
KCNH4_42180378	melUnd1	0.076503	89	0.584288	153	0.751057	Aves	Budgerigar
KRT32_41460942	melUnd1	0.891897	38	0.311552	424	0.811671	Aves	Budgerigar
MED24_40027351	melUnd1	0.513217	99	0.997937	2641	0.685681	Aves	Budgerigar
CBX1_48074828	melUnd1	0.740693	49	0.461087	200	0.901007	Aves	Budgerigar
NMT1_45082588	melUnd1	0.728327	51	0.518314	126	0.930891	Aves	Budgerigar
WNT3_46765506	melUnd1	0.255179	37	0.426379	166	0.947847	Aves	Budgerigar
CSNK1D_82245936	melUnd1	0.980281	49	0.404853	1247	0.47654	Aves	Budgerigar
FASN_82097923	melUnd1	0.170689	84	0.740535	256	0.56028	Aves	Budgerigar
ADCYAP1_908458	melUnd1	0.885627	48	0.683159	401	0.442087	Aves	Budgerigar
PIEZO2_10685328	melUnd1	0.911018	49	0.313733	157	0.944812	Aves	Budgerigar
PTPRM_8249098	melUnd1	0.704992	48	0.606306	224	0.521098	Aves	Budgerigar
RAB12_8625993	melUnd1	0.118708	76	0.47225	402	0.92402	Aves	Budgerigar
NPC1_23540743	melUnd1	0.410763	49	0.363312	154	0.407599	Aves	Budgerigar
RTTN_70166335	melUnd1	0.049061	49	0.315018	133	0.495507	Aves	Budgerigar
COLGALT1_17577804	melUnd1	0.674061	48	0.643963	186	0.464684	Aves	Budgerigar
FSTL3_677323	melUnd1	0.089774	24	0.845831	276	0.316591	Aves	Budgerigar
HNRNPM_8446922	melUnd1	0.706173	24	0.656779	314	0.924869	Aves	Budgerigar
MAST1_12866164	melUnd1	0.110528	48	0.621779	193	0.570952	Aves	Budgerigar
ANKRD65_1420728	melUnd1	8e-06	2	0.923962	110	0.665895	Aves	Budgerigar
ARHGEF16_3466913	melUnd1	0.847528	19	0.556706	165	0.626588	Aves	Budgerigar
CAMTA1_6822952	melUnd1	0.021037	52	0.662619	182	0.90818	Aves	Budgerigar
DDI2_15637019	melUnd1	0.610213	48	0.391225	176	0.948434	Aves	Budgerigar
ESPN_6446379	melUnd1	0.125681	71	0.62868	351	0.719317	Aves	Budgerigar
TTC34_2644664	melUnd1	0.714516	39	0.38298	342	0.329085	Aves	Budgerigar
UBR4_19144211	melUnd1	0.10789	49	0.409153	100	0.726783	Aves	Budgerigar
KANK4_62264542	melUnd1	0.307479	49	0.437358	152	0.947535	Aves	Budgerigar
PTCH2_44822747	melUnd1	0.223456	4	0.372474	301	0.176339	Aves	Budgerigar
CHD1L_147274450	melUnd1	0.000769	45	0.341141	130	0.950336	Aves	Budgerigar
RPRD2_150443011	melUnd1	0.018442	48	0.851356	167	0.907358	Aves	Budgerigar
SLC6A17_110171720	melUnd1	0.013044	48	0.894108	103	0.882076	Aves	Budgerigar
PEAR1_156907352	melUnd1	0.808127	48	0.349494	265	0.514139	Aves	Budgerigar
CACNA1E_181793873	melUnd1	0.243424	45	0.68011	234	0.865932	Aves	Budgerigar
CACNA1S_201075039	melUnd1	0.500625	49	0.362338	113	0.63922	Aves	Budgerigar
CAMSAP2_200856679	melUnd1	0.337499	48	0.392728	129	0.776241	Aves	Budgerigar
CEP350_180000047	melUnd1	0.736337	48	0.753398	138	0.941293	Aves	Budgerigar
EPRS_219989465	melUnd1	0.897402	49	0.410574	459	0.824683	Aves	Budgerigar
EPRS_220009131	melUnd1	0.043879	49	0.323734	101	0.965536	Aves	Budgerigar
CTNNBL1_37765119	melUnd1	0.954545	48	0.409243	372	0.889709	Aves	Budgerigar
ITCH_34478299	melUnd1	0.757625	48	0.539676	153	0.836084	Aves	Budgerigar
RALGAPB_38554596	melUnd1	0.788023	48	0.322751	115	0.923834	Aves	Budgerigar
COL9A3_62826966	melUnd1	0.008539	80	0.651221	106	0.292111	Aves	Budgerigar
COL9A3_62838497	melUnd1	0.933124	48	0.977983	316	0.600545	Aves	Budgerigar
SPO11_57335678	melUnd1	0.188901	50	0.458761	132	0.386189	Aves	Budgerigar
PFKL_44319124	melUnd1	0.212962	48	0.372033	177	0.696517	Aves	Budgerigar
HIRA_19409690	melUnd1	0.630943	49	0.332086	135	0.835099	Aves	Budgerigar
MED15_20568948	melUnd1	0.009111	14	0.81394	217	0.982963	Aves	Budgerigar
NF2_29637607	melUnd1	0.70303	48	0.488885	100	0.890805	Aves	Budgerigar
TBX1_19757130	melUnd1	0.002875	40	0.836594	139	0.609927	Aves	Budgerigar
ALG12_49911155	melUnd1	0.536979	49	0.675905	139	0.759377	Aves	Budgerigar
CHADL_41240480	melUnd1	0.299626	21	0.766465	217	0.708141	Aves	Budgerigar
GRHL1_9952294	melUnd1	0.852045	44	0.392647	517	0.597428	Aves	Budgerigar
TMEM214_27038376	melUnd1	0.006636	15	0.555265	176	0.342373	Aves	Budgerigar
HEATR5B_37023748	melUnd1	0.273173	49	0.385761	121	0.969306	Aves	Budgerigar
MTIF2_55254381	melUnd1	0.235343	77	0.508153	172	0.293413	Aves	Budgerigar
ADD2_70688560	melUnd1	0.186661	49	0.615592	176	0.923673	Aves	Budgerigar
INPP4A_98559046	melUnd1	0.337959	48	0.47407	180	0.911257	Aves	Budgerigar
USP34_61314000	melUnd1	0.986598	49	0.892846	707	0.531032	Aves	Budgerigar
LYPD1_132669495	melUnd1	0.39903	93	0.597949	316	0.765086	Aves	Budgerigar
TMEM87B_112095422	melUnd1	0.038353	9	0.415026	109	0.88981	Aves	Budgerigar
SCN7A_166473588	melUnd1	0.069636	18	0.511393	279	0.770328	Aves	Budgerigar
RAPGEF4_173029905	melUnd1	0.892957	48	0.340933	74	0.812056	Aves	Budgerigar
SP5_170715767	melUnd1	0.887702	48	0.371	122	0.596774	Aves	Budgerigar
UBE2E3_180982968	melUnd1	0.810526	48	0.554538	268	0.616173	Aves	Budgerigar
CPS1_210575186	melUnd1	0.951334	48	0.368545	120	0.831604	Aves	Budgerigar
DNAH7_195814008	melUnd1	0.061555	63	0.385413	163	0.951653	Aves	Budgerigar
COL4A3_227302793	melUnd1	0.002386	30	0.921862	329	0.786927	Aves	Budgerigar
DGKD_233468199	melUnd1	0.082781	48	0.754413	233	0.72082	Aves	Budgerigar
IQCA1_236342379	melUnd1	0.885228	49	0.384151	320	0.914993	Aves	Budgerigar
NGEF_232880755	melUnd1	0.165617	49	0.616893	144	0.678548	Aves	Budgerigar
SNED1_241068090	melUnd1	0.387855	48	0.450348	455	0.295455	Aves	Budgerigar
KCNH8_19512858	melUnd1	0.38891	10	0.345794	49	0.923194	Aves	Budgerigar
SATB1_18383208	melUnd1	0.002021	94	0.555617	344	0.696996	Aves	Budgerigar
ACVR2B_38481229	melUnd1	0.378348	48	0.395878	102	0.872219	Aves	Budgerigar
PFKFB4_48546533	melUnd1	0.993801	49	0.909546	472	0.82429	Aves	Budgerigar
SLC26A6_48634730	melUnd1	0.190454	10	0.686243	116	0.836883	Aves	Budgerigar
APPL1_57236732	melUnd1	0.906596	48	0.816508	331	0.75	Aves	Budgerigar
CACNA1D_53666885	melUnd1	0.807545	48	0.322551	392	0.843067	Aves	Budgerigar
POC1A_52153966	melUnd1	0.011507	62	0.922141	141	0.89555	Aves	Budgerigar
WDR82_52268208	melUnd1	0.83914	49	0.400536	311	0.890967	Aves	Budgerigar
ZDHHC23_113948461	melUnd1	0.056897	56	0.452731	268	0.296012	Aves	Budgerigar
DNAJC13_132535120	melUnd1	0.107533	52	0.64808	104	0.937561	Aves	Budgerigar
PIK3R4_130729973	melUnd1	0.957487	49	0.381208	309	0.701555	Aves	Budgerigar
RUVBL1_128120138	melUnd1	0.053571	74	0.574922	100	0.962067	Aves	Budgerigar
MAEA_1325045	melUnd1	0.157763	48	0.72245	357	0.922274	Aves	Budgerigar
GUF1_44689635	melUnd1	0.402245	48	0.790101	144	0.284232	Aves	Budgerigar
RFC1_39319365	melUnd1	0.091207	3	0.497846	113	0.929011	Aves	Budgerigar
ADAMTS3_72307413	melUnd1	0.617596	49	0.313346	974	0.610716	Aves	Budgerigar
ADGRL3_61732645	melUnd1	0.936792	48	0.558189	321	0.547091	Aves	Budgerigar
FRAS1_78335668	melUnd1	0.8307	48	0.474809	99	0.908353	Aves	Budgerigar
SDAD1_75955793	melUnd1	0.623794	49	0.401055	202	0.947187	Aves	Budgerigar
ANK2_113311048	melUnd1	0.965958	48	0.506991	225	0.92155	Aves	Budgerigar
ARHGEF38_105640791	melUnd1	0.83812	37	0.483404	335	0.905286	Aves	Budgerigar
GLRB_157149342	melUnd1	0.726851	48	0.49364	310	0.960827	Aves	Budgerigar
GRIA2_157333520	melUnd1	0.010074	48	0.89688	103	0.278014	Aves	Budgerigar
RNF175_153726670	melUnd1	0.147643	19	0.578138	132	0.958775	Aves	Budgerigar
SETD7_139531482	melUnd1	0.573334	49	0.423667	191	0.939394	Aves	Budgerigar
SFRP2_153787938	melUnd1	0.899672	49	0.381992	160	0.875718	Aves	Budgerigar
FSTL5_161464211	melUnd1	0.715113	49	0.336253	320	0.979631	Aves	Budgerigar
RXFP1_158605289	melUnd1	0.466502	48	0.335015	165	0.9042	Aves	Budgerigar
RXFP1_158630154	melUnd1	0.013035	26	0.394837	107	0.954469	Aves	Budgerigar
LPCAT1_1458281	melUnd1	0.044443	84	0.730702	202	0.576442	Aves	Budgerigar
SLC12A7_1052488	melUnd1	0.341142	49	0.514485	204	0.410148	Aves	Budgerigar
ARHGEF28_73776226	melUnd1	0.830531	48	0.393761	516	0.730008	Aves	Budgerigar
POLK_75581179	melUnd1	0.552887	48	0.306725	329	0.889454	Aves	Budgerigar
MEGF10_127442738	melUnd1	0.710639	48	0.428828	105	0.889399	Aves	Budgerigar
PCSK1_96410257	melUnd1	0.84195	49	0.529387	230	0.826331	Aves	Budgerigar
ADAM19_157493643	melUnd1	0.32464	49	0.381703	122	0.892169	Aves	Budgerigar
GRIA1_153493086	melUnd1	0.875066	48	0.342219	365	0.720559	Aves	Budgerigar
RANBP17_171294168	melUnd1	0.675779	48	0.360969	354	0.559877	Aves	Budgerigar
BTBD9_38579288	melUnd1	0.76337	49	0.534026	314	0.764036	Aves	Budgerigar
DNAH8_38767760	melUnd1	0.940753	48	0.36485	647	0.85805	Aves	Budgerigar
FOXF2_1393524	melUnd1	0.878405	46	0.8703	394	0.737728	Aves	Budgerigar
MYLIP_16129735	melUnd1	0.982883	48	0.678134	111	0.220736	Aves	Budgerigar
DNAH8_38817378	melUnd1	0.002706	19	0.305738	138	0.972334	Aves	Budgerigar
FOXP4_41584600	melUnd1	0.953077	42	0.487017	536	0.884056	Aves	Budgerigar
COL9A1_70264941	melUnd1	0.004283	7	0.652454	109	0.654844	Aves	Budgerigar
FYN_111705280	melUnd1	0.572754	49	0.362499	231	0.925543	Aves	Budgerigar
LAMA4_112157468	melUnd1	0.001323	37	0.798682	153	0.932922	Aves	Budgerigar
ARG1_131580712	melUnd1	0.361109	38	0.488347	244	0.850151	Aves	Budgerigar
MED23_131614069	melUnd1	0.847754	49	0.60672	599	0.426344	Aves	Budgerigar
LPA_160547172	melUnd1	0.400851	49	0.628244	131	0.864583	Aves	Budgerigar
CYP2W1_986294	melUnd1	0.571215	48	0.824166	135	0.518903	Aves	Budgerigar
DNAH11_21816923	melUnd1	0.666102	48	0.640662	105	0.792067	Aves	Budgerigar
HDAC9_18648228	melUnd1	0.822536	48	0.302164	140	0.317829	Aves	Budgerigar
MAFK_1531079	melUnd1	0.095327	30	0.544528	1215	0.826365	Aves	Budgerigar
MICALL2_1448924	melUnd1	0.350608	7	0.436236	282	0.787164	Aves	Budgerigar
SP8_20786386	melUnd1	0.856868	46	0.494856	435	0.254122	Aves	Budgerigar
TNRC18_5322594	melUnd1	0.426707	49	0.782373	296	0.861003	Aves	Budgerigar
PPIA_44796847	melUnd1	0.00281	19	0.396687	118	0.936051	Aves	Budgerigar
CADPS2_122385715	melUnd1	0.915493	49	0.562464	237	0.818789	Aves	Budgerigar
ESYT2_158789916	melUnd1	0.849682	49	0.453361	390	0.871615	Aves	Budgerigar
NCAPG2_158665491	melUnd1	0.591089	49	0.311048	555	0.872431	Aves	Budgerigar
PLXNA4_132193833	melUnd1	0.610906	49	0.537334	269	0.912502	Aves	Budgerigar
DLGAP2_1670268	melUnd1	0.386226	99	0.352651	218	0.916728	Aves	Budgerigar
