decoyID	species	max1	pos1	max2	pos2	d
LPCAT1_1460808	oryAfe1	0.498652	2	0.369454	79	0.723256
SLC12A7_1052488	oryAfe1	0.82756	49	0.120829	77	0.564482
CD109_73811991	oryAfe1	0.768001	48	0.363681	79	0.031646
REV3L_111380991	oryAfe1	0.665486	49	0.189176	73	0.55026
SLC35F1_118267452	oryAfe1	0.897318	48	0.193021	71	0.573686
KIF25_168042274	oryAfe1	0.001398	48	4e-04	71	0.831878
CYP2W1_988168	oryAfe1	0.631736	48	0.00126	70	0.838791
MYL10_101623361	oryAfe1	0.074282	33	0.008597	79	0.870536
PTPRZ1_122019023	oryAfe1	0.835963	48	0.256167	77	0.137043
TCAF1_143854545	oryAfe1	0.48828	49	0.421893	75	0.179308
COL22A1_138752021	oryAfe1	0.895045	49	0.165691	73	0.63752
SCRIB_143799564	oryAfe1	0.863	46	0.384331	75	0.520694
ADAMTSL1_18684633	oryAfe1	0.519685	48	0.037259	71	0.074153
DAPK1_87684738	oryAfe1	0.923803	48	0.009572	79	0.301026
TRPM3_70845668	oryAfe1	0.569969	49	0.005058	74	0.139739
MVB12B_126381635	oryAfe1	0.962334	48	0.019425	78	0.225593
OTC_38405810	oryAfe1	0.879877	21	0.054199	70	0.922376
JADE3_47055273	oryAfe1	0.809966	48	0.192136	70	0.036618
FLNA_154353860	oryAfe1	0.696257	49	0.009167	79	0.207627
TKTL1_154315039	oryAfe1	0.541847	48	0.450571	71	0.561275
ACBD5_27211797	vicPac2	0.676759	49	0.579021	72	0.835184
KIN_7780885	vicPac2	0.856298	49	0.052471	77	0.47803
MYO3A_26017146	vicPac2	0.858395	48	0.46799	77	0.237164
UPF2_11943592	vicPac2	0.933198	49	0.094812	75	0.310345
BLNK_96205894	vicPac2	0.770138	49	0.062393	71	0.063447
CYP2C8_95038600	vicPac2	0.644102	49	0.021675	72	0.695599
NT5C2_103093442	vicPac2	0.750006	49	0.087648	77	0.035162
ABLIM1_114490249	vicPac2	0.964332	49	0.092812	71	0.278839
GPAM_112160314	vicPac2	0.768734	49	0.213275	77	0.005008
SWAP70_9749680	vicPac2	0.766824	48	0.008524	73	0.493827
TCIRG1_68048792	vicPac2	0.847279	48	0.050129	79	0.588482
RBM25_73110302	vicPac2	0.831572	48	0.000682	74	0.88969
SYNE2_64145203	vicPac2	0.5087	48	0.119156	73	0.280904
TMEM63C_77226715	vicPac2	0.964378	48	0.421556	73	0.345425
GOLGA5_92803595	vicPac2	0.687224	48	0.19373	77	0.615472
C15orf41_36653919	vicPac2	0.936363	48	0.02622	74	0.269331
CYFIP1_22932368	vicPac2	0.868365	49	0.362495	72	0.435762
RAD51_40706739	vicPac2	0.741683	48	0.211883	73	0.785175
WDR76_43840244	vicPac2	0.384484	48	0.240239	77	0.739671
MGRN1_4682677	vicPac2	0.809421	48	0.283125	71	0.621918
WDR90_658723	vicPac2	0.756673	48	0.004633	76	0.254296
TMC7_19014387	vicPac2	0.482696	48	0.189286	72	0.967528
CDH8_61821564	vicPac2	0.67946	49	0.029293	71	0.123892
NAE1_66818261	vicPac2	0.697758	49	0.032283	78	0.31405
DNAAF1_84155506	vicPac2	0.469757	48	0.02369	78	0.809124
BAHCC1_81460782	vicPac2	0.792806	48	0.006407	75	0.302885
LAMA3_23750822	vicPac2	0.677114	48	0.194111	75	0.157042
SBNO2_1110561	vicPac2	0.306216	49	1.6e-05	72	0.896654
CBLC_44779829	vicPac2	0.943005	48	0.104109	72	0.845635
MCOLN2_84936339	vicPac2	0.876428	49	0.339583	79	0.153809
HHIPL2_222526343	vicPac2	0.632393	49	0.031543	77	0.385796
C20orf194_3287163	vicPac2	0.74245	49	0.241885	72	0.431857
LSS_46225795	vicPac2	0.747544	49	0.189121	76	0.690868
PREPL_44327313	vicPac2	0.767551	49	0.08649	75	0.463782
ANAPC1_111865222	vicPac2	0.908493	49	0.010376	77	0.567308
SMARCC1_47715030	vicPac2	0.156921	49	0.00553	75	0.525386
VILL_38004770	vicPac2	0.790851	48	0.051772	74	0.030534
ATP13A4_193411666	vicPac2	0.826094	49	0.399433	75	0.020761
ITGA2_53060297	vicPac2	0.644725	48	0.112348	79	0.008538
SV2C_76293537	vicPac2	0.733621	48	0.031211	70	0.303778
CHD1_98904194	vicPac2	0.534725	49	0.166932	71	0.076181
NUDT12_103557774	vicPac2	0.684763	49	0.044494	75	0.011665
SQSTM1_179825094	vicPac2	0.782403	48	0.039561	76	0.181401
UNC93A_167295104	vicPac2	0.442143	48	0.193684	76	0.529667
SMO_129211944	vicPac2	0.847681	48	0.006144	75	0.119205
TTC26_139135653	vicPac2	0.258198	48	0.036753	79	0.313568
RRM2B_102217903	vicPac2	0.78176	49	0.024979	77	0.277849
AK3_4722152	vicPac2	0.840761	49	0.006763	76	0.912535
MELK_36593659	vicPac2	0.637717	48	0.198669	76	0.714968
PNPLA7_137493853	vicPac2	0.737543	49	5.5e-05	76	0.952976
DOCK11_118566255	vicPac2	0.82049	48	0.374797	78	0.002273
GAD2_26292391	allMis1	0.898295	48	0	72	0.987207
GDI2_5767935	allMis1	0.429159	49	0.000109	77	0.934689
ITIH2_7731305	allMis1	0.536904	48	1e-06	70	0.958285
KIAA1217_24525263	allMis1	0.261621	48	4.2e-05	77	0.971429
NMT2_15128562	allMis1	0.601643	49	0.002293	77	0.93649
SEPHS1_13330624	allMis1	0.535454	49	0	73	0.981849
ARMC4_27989988	allMis1	0.47223	47	0	74	0.987608
BICC1_58799652	allMis1	0.643178	48	1.9e-05	71	0.90202
BMS1_42786017	allMis1	0.552311	48	1e-06	76	0.949482
JMJD1C_63186479	allMis1	0.685044	49	1e-06	73	0.96682
MYPN_68143591	allMis1	0.820639	48	0	72	0.965532
ZEB1_31512965	allMis1	0.521247	48	3e-06	78	0.976165
ATAD1_87769333	allMis1	0.754617	49	0	77	0.972231
CDH23_71675762	allMis1	0.750351	48	1e-06	79	0.963488
CDH23_71738910	allMis1	0.300078	48	0.000899	79	0.90622
KIF11_92608878	allMis1	0.190763	48	2e-06	70	0.958493
NOC3L_94340084	allMis1	0.334359	49	1e-06	76	0.767327
NOC3L_94346092	allMis1	0.657725	49	0	72	0.952597
PLCE1_94284795	allMis1	0.228158	51	0.012241	76	0.882234
PPP3CB_73477157	allMis1	0.737611	49	0.092725	76	0.909298
VCL_74117708	allMis1	0.450667	48	1e-06	76	0.973834
BLNK_96224459	allMis1	0.051235	49	5e-06	71	0.979245
BORCS7-ASMT_102874345	allMis1	0.487335	48	0.002089	70	0.910448
BTRC_101531757	allMis1	0.855928	48	2.8e-05	75	0.8
CNNM1_99362111	allMis1	0.84877	48	1e-06	78	0.939231
COL17A1_104053364	allMis1	0.730812	49	2.6e-05	76	0.855942
COL17A1_104064264	allMis1	0.380648	47	3e-06	70	0.892216
CWF19L1_100261537	allMis1	0.962979	49	0	76	0.912513
DNTT_96322907	allMis1	0.839245	48	1e-06	79	0.931274
HELLS_94562547	allMis1	0.353639	51	0	74	0.983495
HELLS_94572355	allMis1	0.255695	45	0	77	0.969368
PYROXD2_98394971	allMis1	0.516897	49	0.008328	73	0.955576
SLIT1_97041279	allMis1	0.481888	49	0.00039	76	0.959703
TM9SF3_96553090	allMis1	0.30797	49	0.035423	78	0.983002
ABLIM1_114436534	allMis1	0.662859	49	4e-06	77	0.94865
CCDC186_114128625	allMis1	0.494722	49	0	77	0.965608
CCDC186_114131544	allMis1	0.877974	49	0	76	0.873635
EDRF1_125736953	allMis1	0.800166	48	0.007871	79	0.79098
HABP2_113579703	allMis1	0.402892	48	1e-06	71	0.957724
NHLRC2_113879822	allMis1	0.130571	48	8e-06	76	0.976325
PDCD4_110881962	allMis1	0.81084	48	0.037131	76	0.825198
RBM20_110782085	allMis1	0.855531	48	0	75	0.944444
SORCS1_106677830	allMis1	0.351067	49	0.029345	76	0.926316
ZDHHC6_112443868	allMis1	0.717207	49	2e-06	73	0.949752
ABCC8_17403180	allMis1	0.400511	49	2.1e-05	77	0.952407
E2F8_19237150	allMis1	0.32111	49	0.005339	70	0.939236
PRMT3_20394777	allMis1	0.664329	48	0	75	0.973001
SBF2_9789927	allMis1	0.344654	49	0.000786	74	0.877179
ST5_8699598	allMis1	0.847666	49	0	75	0.970898
USP47_11934587	allMis1	0.508857	48	4e-06	73	0.965232
ACCSL_44055347	allMis1	0.385609	48	4.1e-05	78	0.885822
ANO5_22272609	allMis1	0.127337	48	0.001928	77	0.964017
ATL3_63635840	allMis1	0.688091	49	0	73	0.888722
CPSF7_61407459	allMis1	0.713294	55	0.000249	79	0.98249
EEF1G_62566537	allMis1	0.744572	49	5.5e-05	73	0.977344
F2_46726987	allMis1	0.019531	48	3.3e-05	70	0.940348
FOLH1_49190179	allMis1	0.679305	49	0	73	0.987648
KIAA1549L_33558333	allMis1	0.783758	48	2e-06	71	0.988354
QSER1_32957753	allMis1	0.72074	48	0.000386	79	0.871938
SLC1A2_35313912	allMis1	0.485344	49	0	75	0.969882
EMSY_76456436	allMis1	0.703006	48	0.040935	77	0.906876
KMT5B_68161945	allMis1	0.601772	49	0.000388	71	0.985622
NADSYN1_71495148	allMis1	0.580983	48	1e-06	71	0.985075
POLD3_74605359	allMis1	0.467417	48	0.000265	71	0.980305
PPFIA1_70373073	allMis1	0.29789	48	0.000202	77	0.954013
RSF1_77694319	allMis1	0.269957	49	0.093786	76	0.972989
SYTL2_85703163	allMis1	0.739437	49	0	79	0.976582
DYNC2H1_103150607	allMis1	0.489822	48	0	75	0.969442
EED_86257019	allMis1	0.283088	48	2.1e-05	72	0.912464
KDELC2_108481697	allMis1	0.585457	49	1e-06	72	0.887906
MMP1_102792447	allMis1	0.507128	46	2e-06	79	0.904145
MMP27_102697317	allMis1	0.87444	49	0.011786	73	0.982065
RDX_110254295	allMis1	0.61362	49	0.000102	76	0.810261
NCAPD3_134177752	allMis1	0.477874	49	0.002687	73	0.902857
SORL1_121513681	allMis1	0.72099	48	1e-06	74	0.92062
STT3A_125609175	allMis1	0.74676	48	1e-06	76	0.935457
A2M_9100279	allMis1	0.343952	49	0.000293	77	0.920312
C12orf4_4490654	allMis1	0.07802	49	0.000266	73	0.850629
C12orf4_4532236	allMis1	0.630533	49	0.001693	73	0.968231
CLSTN3_7134299	allMis1	0.744956	48	1e-06	74	0.953329
CRACR2A_3656822	allMis1	0.756124	49	3e-06	76	0.973175
GALNT8_4744939	allMis1	0.496212	48	5e-05	73	0.848134
GRIN2B_13570979	allMis1	0.71149	49	0.068731	73	0.812534
GRIN2B_13615832	allMis1	0.263414	49	0.000407	79	0.887962
STRAP_15894728	allMis1	0.533751	48	0.001648	72	0.905063
DNM1L_32720199	allMis1	0.007289	48	2.3e-05	72	0.961519
FGD4_32608851	allMis1	0.848619	48	0	77	0.958959
GYS2_21561478	allMis1	0.424115	49	5e-06	76	0.967664
IPO8_30657498	allMis1	0.671941	49	9e-06	72	0.964857
ITPR2_26658704	allMis1	0.669909	49	0.108662	75	0.728419
PDE3A_20638228	allMis1	0.737063	48	1e-06	74	0.971773
PDE3A_20651381	allMis1	0.476885	48	2e-06	79	0.970545
RECQL_21478982	allMis1	0.266937	49	6.5e-05	72	0.986068
RECQL_21488810	allMis1	0.780279	49	6.7e-05	79	0.928727
SLCO1C1_20716331	allMis1	0.599863	48	0.000455	71	0.923483
YARS2_32747987	allMis1	0.502593	49	1.5e-05	70	0.962624
ANKRD52_56245313	allMis1	0.54772	49	0.001972	78	0.370213
DIP2B_50736955	allMis1	0.699954	48	0	72	0.961105
IRAK4_43773370	allMis1	0.722895	48	0.000159	74	0.851222
SOAT2_53118203	allMis1	0.554248	44	5e-06	75	0.957437
ATP23_57944991	allMis1	0.045038	22	0.000773	73	0.968585
AVIL_57813710	allMis1	0.557861	49	0.002611	71	0.876448
OTOGL_80278597	allMis1	0.859927	48	2.2e-05	78	0.86392
GNPTAB_101788899	allMis1	0.509355	49	2.7e-05	77	0.929134
MYBPC1_101641283	allMis1	0.716771	48	0.349956	75	0.929953
PLEKHG7_92744182	allMis1	0.798973	42	7e-06	77	0.965175
PLXNC1_94300629	allMis1	0.593482	48	0.002034	70	0.914471
STAB2_103683497	allMis1	0.766248	48	1e-06	76	0.951641
STAB2_103695320	allMis1	0.243556	48	5e-06	70	0.972315
VEZT_95295505	allMis1	0.890937	48	0	77	0.954835
ALDH1L2_105066478	allMis1	0.748063	49	0	70	0.943651
FBXO21_117162892	allMis1	0.445499	49	2.7e-05	79	0.984605
GIT2_109963757	allMis1	0.852215	49	0	70	0.981743
GIT2_109988202	allMis1	0.932985	49	0	79	0.984954
HECTD4_112171744	allMis1	0.411224	49	5e-06	73	0.948489
MED13L_116018225	allMis1	0.691152	49	0.107152	74	0.909455
MVK_109581005	allMis1	0.010226	48	7e-06	74	0.949232
MYO1H_109445326	allMis1	0.706381	48	2.9e-05	70	0.910853
PLBD2_113386613	allMis1	0.363898	48	2e-06	75	0.951234
WASHC4_105136735	allMis1	0.807411	48	2e-06	72	0.978207
DHX37_124963939	allMis1	0.430467	49	2e-06	77	0.980343
DNAH10_123829101	allMis1	0.413419	48	7e-06	75	0.977002
EP400_131992828	allMis1	0.598166	48	1e-06	76	0.96946
EP400_132051488	allMis1	0.083467	40	3.3e-05	71	0.957464
FBXO21_117173812	allMis1	0.635734	49	0	70	0.950182
KNTC1_122584237	allMis1	0.518197	48	1e-06	76	0.925429
KNTC1_122588169	allMis1	0.265498	48	1e-06	72	0.917607
RNF10_120546295	allMis1	0.680591	48	0.002819	75	0.992251
ZCCHC8_122478663	allMis1	0.355557	49	9e-06	75	0.939877
BRCA2_32357529	allMis1	0.799333	48	0.002112	71	0.798476
CENPJ_24910955	allMis1	0.506449	49	1e-06	77	0.959119
AKAP11_42314818	allMis1	0.900312	48	0	72	0.978548
CDADC1_49279773	allMis1	0.221718	48	6e-06	78	0.959274
DGKH_42188905	allMis1	0.407014	48	1e-06	72	0.958678
INTS6_51375384	allMis1	0.601215	49	0	71	0.935385
SMAD9_36878663	allMis1	0.332938	49	0.017903	75	0.98331
SUPT20H_37043395	allMis1	0.649389	49	0.000691	75	0.933896
WBP4_41072178	allMis1	0.752112	57	6.3e-05	77	0.883055
DCT_94462660	allMis1	0.691611	49	0	73	0.978809
ARHGEF7_111302722	allMis1	0.683434	48	0.004528	76	0.785667
COL4A1_110192941	allMis1	0.925684	49	0	78	0.963392
CUL4A_113234740	allMis1	0.480879	48	5e-06	72	0.892444
DOCK9_98922450	allMis1	0.896586	49	0	79	0.933555
FARP1_98411872	allMis1	0.894679	48	1e-06	76	0.924512
PCCA_100104137	allMis1	0.63568	48	1.5e-05	75	0.986225
STK24_98458986	allMis1	0.249414	49	0.000175	73	0.959884
STK24_98463983	allMis1	0.252397	49	0	76	0.970247
TPP2_102658864	allMis1	0.898099	48	9e-06	78	0.972261
BRMS1L_35863212	allMis1	0.709019	48	0	72	0.940747
DDHD1_53062587	allMis1	0.918486	49	0	73	0.958659
HECTD1_31117989	allMis1	0.570887	49	8.7e-05	73	0.970606
NIN_50738723	allMis1	0.693264	49	0	77	0.927103
PPP2R3C_35112044	allMis1	0.411458	49	0	76	0.985238
SCFD1_30645142	allMis1	0.66151	48	1e-06	78	0.986064
SLC7A7_22779424	allMis1	0.215347	49	9e-06	77	0.920926
LRRC9_59960668	allMis1	0.142798	48	7.5e-05	78	0.898734
SYNE2_64022250	allMis1	0.334198	48	2.7e-05	70	0.86511
SYNE2_64145203	allMis1	0.292666	48	0.00125	75	0.954797
SYNE2_64167158	allMis1	0.065648	51	0.009907	76	0.941742
ZFYVE26_67781879	allMis1	0.714336	49	7e-06	79	0.938414
AHSA1_77463284	allMis1	0.472378	48	0.000591	71	0.921039
EML1_99900868	allMis1	0.896689	48	0	76	0.966355
FBLN5_91877403	allMis1	0.380697	49	5.9e-05	77	0.988112
LGMN_92714880	allMis1	0.37595	49	3e-06	79	0.940565
SPTLC2_77565731	allMis1	0.56321	49	0.000106	72	0.98313
UBR7_93212583	allMis1	0.642761	48	3e-06	77	0.959649
CYFIP1_22932368	allMis1	0.355213	49	2e-06	79	0.945033
EIF2AK4_40019492	allMis1	0.636187	48	1e-05	76	0.942187
FAN1_30917724	allMis1	0.794568	48	0.002117	79	0.936909
HERC2_28244336	allMis1	0.259867	49	0.000993	70	0.987425
OCA2_28019368	allMis1	0.832635	49	0.015094	78	0.948647
RYR3_33635916	allMis1	0.117026	48	7e-06	71	0.880992
INO80_41050556	allMis1	0.196488	49	0.04022	71	0.968
TUBGCP4_43378179	allMis1	0.392054	48	2.3e-05	72	0.964558
TUBGCP4_43395835	allMis1	0.033893	48	4e-06	72	0.953621
DYX1C1_55435153	allMis1	0.334708	49	0.054718	73	0.971313
FBN1_48423547	allMis1	0.745942	49	1e-06	73	0.977605
FBN1_48465380	allMis1	0.021256	39	5e-05	75	0.952351
FBN1_48520317	allMis1	0.637486	49	5e-06	70	0.982278
GLDN_51400339	allMis1	0.451568	48	1.5e-05	78	0.30137
MYO5A_52363694	allMis1	0.953661	49	0	73	0.983411
UNC13C_54500698	allMis1	0.353461	48	0.005575	71	0.735876
ANXA2_60356248	allMis1	0.75048	49	0	73	0.937291
AQP9_58173909	allMis1	0.464386	48	1e-06	72	0.956275
AQP9_58177342	allMis1	0.415954	48	1e-06	77	0.978502
CGNL1_57524327	allMis1	0.159043	48	1e-05	79	0.918016
HERC1_63641333	allMis1	0.751558	49	5e-06	75	0.911463
HERC1_63667819	allMis1	0.700409	49	1e-06	76	0.975273
VPS13C_61925627	allMis1	0.321212	49	0.001322	71	0.925204
VPS13C_61928511	allMis1	0.45165	49	0.000364	78	0.931359
VPS13C_61967855	allMis1	0.448634	49	6e-06	74	0.956842
CELF6_72286736	allMis1	0.804493	49	4e-06	71	0.875928
CORO2B_68714861	allMis1	0.442267	48	3e-06	77	0.856667
FAH_80172556	allMis1	0.064349	48	2.2e-05	75	0.898034
HERC1_63751260	allMis1	0.838962	49	0	73	0.97605
IREB2_78472209	allMis1	0.735037	48	0	76	0.934846
MYO9A_71904191	allMis1	0.517052	49	0	76	0.916578
RASGRF1_79018507	allMis1	0.693106	49	1e-06	77	0.964269
SPG21_64979754	allMis1	0.731947	49	0.00041	72	0.972917
TBC1D2B_78011333	allMis1	0.180521	49	0	70	0.981102
TBC1D2B_78021636	allMis1	0.566613	49	1e-06	76	0.983992
TRIP4_64406171	allMis1	0.951873	48	0.308041	75	0.958071
TRIP4_64417714	allMis1	0.255656	48	8.4e-05	71	0.980356
AKAP13_85708953	allMis1	0.93595	48	0	72	0.971271
CHD2_92933420	allMis1	0.777051	48	0	72	0.991386
CHD2_92956020	allMis1	0.376878	48	0.002664	73	0.874372
IQGAP1_90433106	allMis1	0.655024	48	0	78	0.980493
PDE8A_85092705	allMis1	0.611438	48	0	76	0.987674
SH3GL3_83567508	allMis1	0.035575	48	1.8e-05	72	0.978345
SLCO3A1_92127059	allMis1	0.861209	48	6e-06	75	0.957009
ADCY9_3985478	allMis1	0.918488	49	5e-06	77	0.985541
GLYR1_4831260	allMis1	0.723108	49	3e-06	73	0.988424
MYH11_15758210	allMis1	0.445886	49	0.001262	70	0.90702
PDPK1_2581440	allMis1	0.336317	48	4e-06	76	0.732877
ABCC12_48126231	allMis1	0.219609	41	2e-06	71	0.982477
ABCC12_48130061	allMis1	0.046851	49	1.7e-05	72	0.963792
COQ7_19077828	allMis1	0.758631	48	0	75	0.899338
DNAH3_21035880	allMis1	0.225741	49	0	77	0.966754
EARS2_23548508	allMis1	0.760493	49	1e-06	77	0.989592
GTF3C1_27485008	allMis1	0.249805	49	1e-06	76	0.954492
MYLK3_46719029	allMis1	0.006564	49	0.000112	78	0.990113
PPP4C_30082153	allMis1	0.823339	48	2e-06	77	0.93617
SRCAP_30700423	allMis1	0.929533	48	0	76	0.887262
TMC7_19014387	allMis1	0.484203	44	0.00015	75	0.988141
AP1G1_71748481	allMis1	0.735542	49	2e-06	76	0.950128
CNGB1_57919483	allMis1	0.542971	49	0.018674	77	0.902625
CNOT1_58526458	allMis1	0.153527	49	6.9e-05	74	0.959329
DDX19B_70323232	allMis1	0.278862	48	0	72	0.989496
IST1_71918254	allMis1	0.58941	48	0	75	0.979195
NAE1_66818261	allMis1	0.536798	49	1e-06	76	0.919192
NUP93_56827715	allMis1	0.906713	48	1e-06	76	0.983008
ADAMTS18_77341234	allMis1	0.528886	49	0.002232	75	0.981361
ADAT1_75615940	allMis1	0.278776	49	3.1e-05	73	0.977824
ATP2C2_84424889	allMis1	0.807058	48	5e-06	78	0.961111
GLG1_74455846	allMis1	0.351336	49	0.005752	77	0.962236
GLG1_74484247	allMis1	0.20448	49	5e-06	72	0.973162
GLG1_74494936	allMis1	0.922089	49	1e-06	79	0.951146
MBTPS1_84099458	allMis1	0.303001	49	0.000181	70	0.952946
PLCG2_81935002	allMis1	0.630255	48	0.020546	72	0.906287
SLC38A8_84014919	allMis1	0.00084	49	0.000108	73	0.978947
WDR59_74948608	allMis1	0.513922	49	1e-06	73	0.938843
WDR59_74950599	allMis1	0.545092	49	2.1e-05	79	0.947892
DNAH9_11652221	allMis1	0.427541	48	2e-06	72	0.947475
DNAH9_11702647	allMis1	0.433703	48	1e-06	72	0.975366
GAS7_9935905	allMis1	0.753077	49	0	78	0.986509
NCBP3_3816595	allMis1	0.606589	49	0.051891	75	0.725135
UBE2G1_4284716	allMis1	0.863586	49	1.9e-05	76	0.978449
BLMH_30289193	allMis1	0.337634	49	1e-06	75	0.940977
EZH1_42708696	allMis1	0.858685	49	1e-06	76	0.908442
GGNBP2_36584279	allMis1	0.683186	48	1e-06	79	0.979003
KIAA0100_28636113	allMis1	0.725634	49	0	72	0.939459
KRT40_40982495	allMis1	0.891515	49	0	75	0.868463
LIG3_34990147	allMis1	0.117685	48	0.000145	71	0.932493
MMP28_35772726	allMis1	0.409673	49	0.000175	73	0.960905
ACE_63483786	allMis1	0.291665	48	3.2e-05	79	0.743363
BPTF_67920485	allMis1	0.453312	48	1e-06	72	0.969399
DHX40_59568994	allMis1	0.623256	48	0.004015	74	0.96421
FAM20A_68538972	allMis1	0.47807	49	7.4e-05	73	0.942214
NMT1_45082588	allMis1	0.907722	51	1e-06	74	0.982723
NSF_46711529	allMis1	0.626424	48	6e-06	76	0.970165
RPS6KB1_59946194	allMis1	0.657684	48	3e-06	72	0.905643
TTLL6_48788334	allMis1	0.482554	55	2e-06	76	0.961111
WIPI1_68434419	allMis1	0.276458	49	0.000161	72	0.926142
ABCA6_69103811	allMis1	0.47748	58	0	78	0.968922
FN3K_82743125	allMis1	0.569397	48	0	72	0.989348
GRIN2C_74844584	allMis1	0.820255	49	1e-06	77	0.950187
MAP2K6_69525447	allMis1	0.050043	48	2.5e-05	78	0.951829
MRPL58_75020715	allMis1	0.287496	48	0.11608	70	0.724359
NARF_82472774	allMis1	0.599733	48	1.8e-05	72	0.986504
RNF213_80384341	allMis1	0.897095	48	0.002353	79	0.911993
TBCD_82910295	allMis1	0.819586	47	2e-05	74	0.960784
AFG3L2_12359520	allMis1	0.219786	49	2e-06	73	0.927326
CEP76_12682482	allMis1	0.219466	52	7e-06	76	0.983765
GNAL_11875890	allMis1	0.631703	48	0.060201	74	0.963709
LAMA1_6945826	allMis1	0.290549	49	1e-06	73	0.980572
LAMA1_7037796	allMis1	0.610786	49	0	72	0.934056
RALBP1_9534268	allMis1	0.906684	48	0	76	0.956154
THOC1_223808	allMis1	0.127407	49	1.5e-05	73	0.842105
VAPA_9953295	allMis1	0.988477	48	7e-06	75	0.95443
CEP192_13017650	allMis1	0.642122	48	0	72	0.938758
LAMA3_23811464	allMis1	0.187154	48	0	70	0.972713
