decoyID	species	max1	pos1	max2	pos2	d
LSS_46225795	vicPac2	0.861513	49	0.259551	76	0.683836
CHADL_41240480	vicPac2	0.971774	46	0.214924	74	0.125
PREPL_44327313	vicPac2	0.912812	49	0.091813	75	0.452776
ANAPC1_111865222	vicPac2	0.955578	49	0.012895	77	0.55836
CLASP1_121527572	vicPac2	0.774683	49	0.126678	78	0.267071
VILL_38004770	vicPac2	0.789544	48	0.051175	74	0.027498
TKT_53229224	vicPac2	0.988726	49	0.000452	76	0.074689
PARP15_122619690	vicPac2	0.48959	48	1e-06	71	0.955801
ATP13A4_193411666	vicPac2	0.864569	49	0.419468	75	0.0199
ITGA2_53060297	vicPac2	0.707695	48	0.137409	79	0.008105
CHD1_98904194	vicPac2	0.632346	49	0.211429	71	0.072677
SQSTM1_179825094	vicPac2	0.826543	48	0.064195	76	0.171553
LANCL2_55396256	vicPac2	0.588662	48	0.035317	78	0.550144
SMO_129211944	vicPac2	0.933315	48	0.013397	75	0.102273
TTC26_139135653	vicPac2	0.249199	48	0.032216	79	0.308595
RRM2B_102217903	vicPac2	0.856266	49	0.042595	77	0.274926
AK3_4722152	vicPac2	0.963817	49	0.01749	76	0.898696
MELK_36593659	vicPac2	0.607162	48	0.189726	76	0.707923
DOCK11_118566255	vicPac2	0.899248	48	0.53369	78	0.002041
ANKRD16_5880500	allMis1	0.639625	49	4.4e-05	72	0.963059
BICC1_58799652	allMis1	0.672551	48	3.7e-05	71	0.858654
BMS1_42786017	allMis1	0.64146	48	0.001961	77	0.919699
MYPN_68143591	allMis1	0.820639	48	0	72	0.966233
ATAD1_87769333	allMis1	0.629051	49	2e-06	77	0.957619
CDH23_71731866	allMis1	0.568247	48	0.127433	74	0.925051
NOC3L_94346092	allMis1	0.796976	49	0.000326	74	0.922642
PLCE1_94284795	allMis1	0.272082	51	0.008971	76	0.839614
PPP3CB_73477157	allMis1	0.781086	49	0.114811	76	0.896552
BLNK_96224459	allMis1	0.45599	49	0.001623	73	0.965331
CNNM1_99362111	allMis1	0.879396	48	8.3e-05	79	0.904444
COL17A1_104064264	allMis1	0.77063	47	0.001208	73	0.830084
HELLS_94572355	allMis1	0.696627	45	0.000458	79	0.952073
TBC1D12_94507506	allMis1	0.549666	29	0.04183	72	0.865391
TM9SF3_96553090	allMis1	0.474883	49	0.104402	78	0.975664
ABLIM1_114436534	allMis1	0.662683	49	0.000637	79	0.918419
EDRF1_125736953	allMis1	0.888411	48	0.007849	79	0.772254
PDCD4_110881962	allMis1	0.881111	48	0.072299	76	0.798851
ABCC8_17403180	allMis1	0.563698	49	2.5e-05	77	0.93027
CTR9_10763343	allMis1	0.461095	48	0.002041	79	0.92
E2F8_19237150	allMis1	0.476355	49	0.009967	70	0.919286
SBF2_9789927	allMis1	0.517895	49	0.001436	74	0.84375
ANO5_22272609	allMis1	0.311296	48	0.007978	77	0.944262
ATL3_63635840	allMis1	0.704382	49	5.3e-05	75	0.826573
KIAA1549L_33660146	allMis1	0.448966	48	0.001149	76	0.942317
QSER1_32957753	allMis1	0.869334	48	0.001205	79	0.846696
EMSY_76456436	allMis1	0.808875	48	0.045351	77	0.897609
RSF1_77694319	allMis1	0.762235	49	0.157405	76	0.963209
EED_86257019	allMis1	0.547262	48	8.7e-05	72	0.871026
MMP27_102697317	allMis1	0.938885	49	0.014232	73	0.973903
RDX_110254295	allMis1	0.785869	49	0.000204	76	0.77856
TMEM135_87296136	allMis1	0.626276	48	0.004595	70	0.981586
BCO2_112199964	allMis1	0.424907	48	0.000167	78	0.873303
STT3A_125609175	allMis1	0.904095	48	0.000264	77	0.897828
A2M_9100279	allMis1	0.529321	49	0.000369	77	0.89936
C12orf4_4532236	allMis1	0.757842	49	0.00174	73	0.956718
GRIN2B_13570979	allMis1	0.751286	49	0.099346	73	0.790981
GUCY2C_14680917	allMis1	0.64827	49	2.5e-05	75	0.904174
PIK3C2G_18284057	allMis1	0.29165	39	0.035287	75	0.980172
SLC15A5_16217615	allMis1	0.804501	49	0.001461	70	0.957799
STRAP_15894728	allMis1	0.622407	48	0.001481	72	0.870624
ITPR2_26658704	allMis1	0.706149	49	0.102326	75	0.694727
PDE3A_20638228	allMis1	0.764601	48	0.00201	74	0.953823
ANKRD52_56245313	allMis1	0.663615	49	0.008328	78	0.305263
DIP2B_50736955	allMis1	0.860951	48	2.6e-05	76	0.937126
IRAK4_43771556	allMis1	0.427215	48	0.000143	79	0.868565
IRAK4_43773370	allMis1	0.885503	48	0.000139	74	0.808274
AVIL_57813710	allMis1	0.658826	49	0.002131	71	0.823458
APAF1_98659941	allMis1	0.880241	48	0.013565	70	0.908128
ATP2B1_89617460	allMis1	0.277047	49	0.003005	70	0.960759
CFAP54_96530660	allMis1	0.681062	48	9e-06	74	0.987899
MYBPC1_101641283	allMis1	0.793493	48	0.381394	75	0.922439
STAB2_103695320	allMis1	0.443572	48	0.002077	70	0.954694
ALDH1L2_105066478	allMis1	0.684654	49	3e-06	72	0.907634
MED13L_116018225	allMis1	0.810066	49	0.185765	74	0.898221
MYO1H_109445326	allMis1	0.773772	48	7.4e-05	70	0.868762
PPTC7_110539276	allMis1	0.830006	49	0.010968	73	0.84578
PWP1_107704280	allMis1	0.402305	48	6.9e-05	70	0.889676
DHX37_124963939	allMis1	0.768864	49	0.028268	79	0.968297
DNAH10_123829101	allMis1	0.507236	48	1.2e-05	75	0.963161
DNAH10_123872089	allMis1	0.429509	48	0.001305	75	0.939143
KNTC1_122588169	allMis1	0.265498	48	1e-06	72	0.922009
RNF10_120546295	allMis1	0.680591	48	0.002819	75	0.992284
ATP8A2_25556969	allMis1	0.799935	26	0.000582	75	0.96835
BRCA2_32357529	allMis1	0.912279	48	0.003711	71	0.766044
CENPJ_24910955	allMis1	0.736327	49	0.000299	79	0.934627
AKAP11_42314818	allMis1	0.897521	48	7e-06	78	0.965274
CDADC1_49279773	allMis1	0.490027	48	0.002042	78	0.936303
SMAD9_36878663	allMis1	0.638937	49	0.069101	75	0.9757
SUPT20H_37043395	allMis1	0.888914	49	0.001914	75	0.920494
GPC6_94402361	allMis1	0.683862	48	7e-05	76	0.971601
NIN_50738723	allMis1	0.576501	49	1.4e-05	79	0.883036
PPP2R3C_35112044	allMis1	0.556112	49	1.5e-05	76	0.977134
PLEKHH1_67569697	allMis1	0.690837	48	1.7e-05	72	0.856787
SYNE2_64145203	allMis1	0.704282	48	0.008115	75	0.933273
SYNE2_64167158	allMis1	0.193083	51	0.020781	76	0.917231
FAN1_30917724	allMis1	0.905748	48	0.005239	79	0.925677
OCA2_28019368	allMis1	0.860803	49	0.018816	78	0.94285
INO80_41050556	allMis1	0.379191	49	0.112412	71	0.955669
DYX1C1_55435153	allMis1	0.470253	49	0.066106	73	0.96055
MYO5A_52363694	allMis1	0.927075	49	1.2e-05	76	0.972654
TRPM7_50578147	allMis1	0.1158	41	0.000106	75	0.966288
ANXA2_60356248	allMis1	0.76431	49	0.000237	76	0.899679
AQP9_58173909	allMis1	0.636174	48	1.8e-05	77	0.929873
HERC1_63667819	allMis1	0.788221	49	3.9e-05	78	0.959861
CELF6_72286736	allMis1	0.804493	49	4e-06	71	0.882175
CSNK1G1_64203395	allMis1	0.218592	49	0.000178	79	0.914815
HERC1_63751260	allMis1	0.929722	49	6e-06	77	0.961103
MYO9A_71904191	allMis1	0.582836	49	4.6e-05	79	0.870051
SPG21_64979754	allMis1	0.892395	49	0.00058	72	0.961879
TBC1D2B_78011333	allMis1	0.550167	49	0.000272	72	0.968216
TRIP4_64406171	allMis1	0.974212	48	0.431635	75	0.949527
CERS3_100470817	allMis1	0.5285	49	1.9e-05	76	0.969192
CHD2_92956020	allMis1	0.568771	48	0.004631	73	0.832536
MAN2A2_90904995	allMis1	0.524741	48	4.7e-05	79	0.883168
KIAA0430_15637410	allMis1	0.794305	49	0.002297	78	0.895643
MYH11_15758210	allMis1	0.720239	49	0.001863	70	0.879928
NDE1_15691373	allMis1	0.593809	48	4.9e-05	70	0.958844
PDPK1_2581440	allMis1	0.512799	48	0.000102	78	0.625731
EARS2_23548508	allMis1	0.860102	49	0.040182	78	0.983033
GTF3C1_27485008	allMis1	0.62443	49	0.071136	77	0.927095
SRCAP_30700423	allMis1	0.915159	48	0.000391	76	0.830832
TMC7_19014387	allMis1	0.597312	44	7.7e-05	75	0.981214
AP1G1_71748481	allMis1	0.626211	49	0.272871	78	0.920694
CNGB1_57919483	allMis1	0.629351	49	0.016652	77	0.853777
MMP2_55492221	allMis1	0.259432	48	0.062808	75	0.922308
GLG1_74455846	allMis1	0.586263	49	0.003703	77	0.948139
PLCG2_81935002	allMis1	0.791226	48	0.025909	72	0.880184
WDR59_74950599	allMis1	0.739473	49	1.8e-05	79	0.930995
NCBP3_3816595	allMis1	0.711665	49	0.062749	75	0.707795
ACACA_37256226	allMis1	0.83685	49	2.2e-05	77	0.974816
ANKRD13B_29612331	allMis1	0.702714	48	0.000458	72	0.321586
BLMH_30289193	allMis1	0.337634	49	1e-06	75	0.942913
EFTUD2_44886466	allMis1	0.24413	49	0.002363	70	0.911787
DHX40_59568994	allMis1	0.795897	48	0.007162	74	0.951596
MTMR4_58510352	allMis1	0.302502	49	0.079137	71	0.954952
ABCA6_69103811	allMis1	0.47748	58	0	78	0.969522
ABCA9_68989543	allMis1	0.038828	49	0.000725	70	0.854981
DNAH17_78439471	allMis1	0.440795	49	0.008527	70	0.937888
MRPL58_75020715	allMis1	0.619541	48	0.078138	70	0.624309
GNAL_11875890	allMis1	0.775276	48	0.055974	74	0.952557
LAMA1_6945826	allMis1	0.375127	49	0.000819	74	0.967867
CEP192_13017650	allMis1	0.642122	48	0	72	0.941224
CEP192_13048537	allMis1	0.013401	48	0	71	0.989129
NPC1_23551884	allMis1	0.637453	49	1.2e-05	74	0.96069
EPG5_45948731	allMis1	0.711402	49	0.000117	77	0.846918
LMAN1_59348414	allMis1	0.584123	49	0.000658	75	0.92439
BRSK1_55292477	allMis1	0.431562	48	0.000187	76	0.971969
BRSK1_55304466	allMis1	0.683478	48	7e-06	79	0.814471
DPY19L3_32478140	allMis1	0.905383	48	1.2e-05	76	0.955681
NUCB1_48912445	allMis1	0.865657	48	0.01191	72	0.849219
RYR1_38509104	allMis1	0.677294	48	0.079581	78	0.956302
DHRS3_12570229	allMis1	0.597006	49	0.001723	77	0.971377
MFN2_11989122	allMis1	0.004168	37	0.002523	79	0.98783
MTOR_11214868	allMis1	0.543251	49	0.000184	79	0.952239
VPS13D_12255504	allMis1	0.569483	48	0.004589	77	0.939731
EIF4G3_20825923	allMis1	0.730444	49	5e-06	73	0.944378
EIF4G3_20863885	allMis1	0.777001	49	0.00013	71	0.925959
GNL2_37583693	allMis1	0.83682	49	0.000514	77	0.876579
PHC2_33327347	allMis1	0.945053	49	0.003129	75	0.951633
DHCR24_54866965	allMis1	0.405877	49	0.000161	78	0.98084
GNL2_37590944	allMis1	0.461083	49	4.5e-05	75	0.941985
KANK4_62264542	allMis1	0.741855	49	0.025053	77	0.8869
NASP_45606078	allMis1	0.568902	48	0.007161	75	0.926471
OSBPL9_51783769	allMis1	0.339937	48	4e-06	79	0.918978
TTLL7_83909914	allMis1	0.631543	46	8e-06	70	0.968629
BCL9_147617965	allMis1	0.648399	48	2e-06	78	0.961155
HMGCS2_119753767	allMis1	0.793672	49	0.000468	75	0.942029
HMGCS2_119763703	allMis1	0.926175	49	4e-06	75	0.971035
TRIM45_117116773	allMis1	0.836469	49	1.2e-05	79	0.907714
UBE2Q1_154550628	allMis1	0.70115	49	0.000262	79	0.805996
ATP1A4_160175690	allMis1	0.899961	48	0.000974	76	0.880804
DDR2_162774244	allMis1	0.74102	48	5.4e-05	75	0.930362
PBX1_164795330	allMis1	0.954821	48	0.000318	74	0.982434
SCYL3_169861639	allMis1	0.53966	49	0.049277	73	0.929408
SCYL3_169864102	allMis1	0.179422	49	1.6e-05	73	0.952096
UAP1_162590184	allMis1	0.495262	48	0.011642	72	0.928841
HMCN1_185995883	allMis1	0.740113	48	6.6e-05	72	0.95
SHISA4_201890425	allMis1	0.708761	45	0.001473	77	0.88141
CDC42BPA_227027394	allMis1	0.712373	49	0.000176	71	0.953515
EPRS_219972563	allMis1	0.351047	49	2.6e-05	70	0.917808
EPRS_220009131	allMis1	0.589849	49	0.073309	78	0.948732
KLHL12_202895776	allMis1	0.668473	49	0.000169	71	0.88502
NFASC_204993798	allMis1	0.846712	50	0.42066	71	0.927877
EXO1_241852101	allMis1	0.832381	48	2.5e-05	76	0.920732
LYST_235770331	allMis1	0.293628	49	9.9e-05	71	0.967884
NUP133_229465764	allMis1	0.588699	49	0.01702	76	0.841715
TARBP1_234457356	allMis1	0.925669	49	0.267492	79	0.967357
C20orf194_3287163	allMis1	0.915577	49	4.6e-05	78	0.978706
C20orf194_3297843	allMis1	0.321003	49	0.000442	72	0.897284
GPCPD1_5573491	allMis1	0.655599	49	0.008478	72	0.957605
SLC23A2_4862400	allMis1	0.835353	49	0.000216	79	0.795196
ACSS1_25012741	allMis1	0.733412	49	0.029328	76	0.357724
CBFA2T2_33607598	allMis1	0.868462	48	0.033649	78	0.92084
ERGIC3_35547585	allMis1	0.535226	48	0.001378	79	0.901996
IFT52_43638033	allMis1	0.533966	48	0.019265	74	0.976521
ADNP_50896812	allMis1	0.705904	49	0.000268	75	0.97935
SULF2_47658852	allMis1	0.88645	52	5.8e-05	79	0.836199
HLCS_36759493	allMis1	0.591607	49	0.027013	79	0.947557
MORC3_36371141	allMis1	0.738032	48	0.086754	74	0.859399
PI4KA_20750953	allMis1	0.373717	49	1.6e-05	73	0.916249
PIWIL3_24734661	allMis1	0.5899	49	9e-06	71	0.927273
SMC1B_45384962	allMis1	0.363993	49	0.02125	71	0.932876
TNRC6B_40322106	allMis1	0.950069	48	0.149025	74	0.894951
GRHL1_9993830	allMis1	0.777641	50	7e-06	74	0.947677
HADHA_26213642	allMis1	0.584927	49	4.4e-05	70	0.937337
SLC4A1AP_27675308	allMis1	0.770207	48	0.001953	79	0.978376
SMC6_17731405	allMis1	0.693943	49	0.122562	79	0.645714
TP53I3_24077807	allMis1	0.527481	49	0.004504	70	0.889388
XDH_31386029	allMis1	0.170618	30	0.015873	70	0.954972
EML6_54966660	allMis1	0.615146	48	0.000548	75	0.946723
RASGRP3_33548445	allMis1	0.66546	48	0.000139	79	0.97465
DYSF_71599679	allMis1	0.387028	48	0.366409	77	0.245255
EPB41L5_120145135	allMis1	0.929533	48	0.000804	76	0.960526
LONRF2_100303276	allMis1	0.439204	49	3.8e-05	76	0.979714
UGGT1_128154221	allMis1	0.475158	48	0.000725	78	0.950429
ZC3H6_112328516	allMis1	0.819886	48	0.020319	79	0.96275
ABCB11_168926299	allMis1	0.919095	49	0.010469	78	0.776418
NEB_151541257	allMis1	0.252568	49	0.001328	74	0.840054
DNAJC10_182753026	allMis1	0.618567	48	0.000186	72	0.95194
AOX1_200593988	allMis1	0.716886	48	0.081048	78	0.803876
MYO1B_191392491	allMis1	0.564056	48	1e-04	70	0.876289
SLC39A10_195682318	allMis1	0.824891	48	0.076998	72	0.745177
FARP2_241466388	allMis1	0.937138	48	0.35958	75	0.574213
GIGYF2_232792270	allMis1	0.61515	45	0.000136	70	0.965588
TRAF3IP1_238344180	allMis1	0.005496	58	0.002738	79	0.979146
AZI2_28336005	allMis1	0.308351	49	0.000161	73	0.977995
FANCD2_10043441	allMis1	0.789407	48	0.040448	79	0.527778
THRB_24151007	allMis1	0.966556	49	0.007332	77	0.960466
KIF15_44841977	allMis1	0.380595	48	5.4e-05	72	0.931486
LARS2_45489998	allMis1	0.716181	48	0.000132	78	0.944345
TTC21A_39112121	allMis1	0.125516	48	0.000114	75	0.931774
USP4_49300763	allMis1	0.787132	49	7.9e-05	73	0.901731
ADAMTS9_64634716	allMis1	0.912999	49	0.00028	78	0.984257
CHDH_53819184	allMis1	0.560326	49	0.001136	75	0.788136
DENND6A_57633078	allMis1	0.413834	48	0.000303	79	0.946331
FAM3D_58646331	allMis1	0.00092	39	4.5e-05	72	0.980724
EAF2_121854454	allMis1	0.567491	48	9.3e-05	78	0.988865
MYH15_108409407	allMis1	0.985639	49	0.008851	79	0.908652
MYH15_108499099	allMis1	0.692819	48	9e-05	76	0.918324
STXBP5L_121379103	allMis1	0.922064	48	0.00027	75	0.9501
ZDHHC23_113953135	allMis1	0.796196	48	0.000541	75	0.974147
ACAD9_128901217	allMis1	0.018047	48	0.009681	72	0.939885
EFCC1_129038204	allMis1	0.486575	48	2.5e-05	76	0.923841
CPA3_148883263	allMis1	0.416787	48	9e-06	71	0.892473
GPR149_154428067	allMis1	0.258646	49	0.004191	73	0.863415
ATP13A4_193411666	allMis1	0.633557	49	4.6e-05	79	0.896352
ATP13A5_193330551	allMis1	0.721404	49	0.001581	73	0.974309
CCDC39_180661574	allMis1	0.465977	49	0.047276	76	0.696994
AFAP1_7797831	allMis1	0.871903	49	0.017868	76	0.949211
KIT_54696825	allMis1	0.45498	48	1.3e-05	72	0.955402
PGM2_37835228	allMis1	0.462394	48	0.014387	71	0.948674
SGCB_52030725	allMis1	0.706279	49	0.003156	78	0.919531
ARHGAP24_85974241	allMis1	0.860263	48	0.001673	78	0.944996
HERC6_88415066	allMis1	0.657055	48	0	71	0.983087
SHROOM3_76776903	allMis1	0.451822	48	3.5e-05	79	0.983893
WDFY3_84678375	allMis1	0.547866	49	0.000216	72	0.836043
GLRB_157149342	allMis1	0.41597	48	0.128516	70	0.986338
MND1_153350689	allMis1	0.753889	48	1e-06	72	0.976347
ANKH_14753592	allMis1	0.830479	49	0.000622	73	0.973941
DNAH5_13767984	allMis1	0.746149	49	0.316268	78	0.655436
EXOC3_460385	allMis1	0.389147	48	0.026726	70	0.953444
SEMA5A_9043733	allMis1	0.725906	49	3.3e-05	72	0.916838
ZFR_32419127	allMis1	0.813538	49	5e-06	79	0.939821
FBXO4_41937729	allMis1	0.520399	48	2e-05	79	0.975339
SKIV2L2_55406565	allMis1	0.518464	48	0.000695	72	0.969209
SLC38A9_55658541	allMis1	0.757003	49	9e-06	72	0.984907
CMYA5_79744931	allMis1	0.599817	48	0.000361	78	0.912732
HEXB_74716366	allMis1	0.575314	48	2.2e-05	75	0.874372
SV2C_76297665	allMis1	0.309954	48	0.146521	72	0.941017
ADGRV1_90853624	allMis1	0.496975	48	2.7e-05	71	0.738437
CEP120_123347571	allMis1	0.971009	49	0.07958	77	0.925205
LNPEP_96994202	allMis1	0.344837	48	3.2e-05	72	0.953913
MEGF10_127407222	allMis1	0.780251	48	0.527195	76	0.927098
LARS_146150015	allMis1	0.559281	49	4.5e-05	76	0.944715
SLC12A2_128149444	allMis1	0.415894	48	0.002266	72	0.899836
TMCO6_140643132	allMis1	0.394272	48	5.7e-05	72	0.808374
ARHGEF37_149620275	allMis1	0.335706	48	0.00046	71	0.913475
FAXDC2_154826686	allMis1	0.395634	49	0.064727	78	0.981935
RUFY1_179586562	allMis1	0.264955	48	0.000206	71	0.967981
PRRC2A_31627676	allMis1	0.016283	50	0.000296	78	0.866165
TXNDC5_7883512	allMis1	0.466017	49	0.115215	73	0.896725
DNAH8_38782516	allMis1	0.573802	48	0.000726	78	0.913823
UBR2_42689142	allMis1	0.41641	48	0.000106	71	0.905543
FAM135A_70557887	allMis1	0.750931	48	0.000397	73	0.958319
MYO6_75837487	allMis1	0.596144	48	0.000399	71	0.974402
UFL1_96527046	allMis1	0.751702	48	8e-06	75	0.936721
LAMA2_129450877	allMis1	0.814957	48	0.010671	74	0.965313
SESN1_108997181	allMis1	0.496233	49	1e-06	75	0.969015
TRMT11_125986878	allMis1	0.796304	46	0.000117	77	0.979123
WISP3_112065069	allMis1	0.963138	48	0.011643	73	0.882126
ARFGEF3_138335401	allMis1	0.859004	48	0.000114	75	0.896266
ARG1_131580712	allMis1	0.394652	35	0.000822	77	0.927165
L3MBTL3_130054174	allMis1	0.643719	57	8.7e-05	77	0.939421
FNDC1_159250724	allMis1	0.900169	48	0.007278	71	0.68936
MAP3K4_161116492	allMis1	0.780163	48	0.02111	74	0.925881
SCAF8_154825790	allMis1	0.787625	48	0.003646	79	0.941563
DGKB_14694786	allMis1	0.32525	49	0.000231	79	0.966742
DNAH11_21787649	allMis1	0.531989	48	0.040736	77	0.889522
ANLN_36411629	allMis1	0.215959	48	0	74	0.983795
BAZ1B_73496874	allMis1	0.732365	47	0.002352	73	0.978322
CHN2_29399124	allMis1	0.755829	48	9e-05	78	0.942459
DNAH11_21893155	allMis1	0.423792	48	0.001075	72	0.940117
OSBPL3_24850107	allMis1	0.715277	49	0.006451	79	0.934034
RAPGEF5_22166695	allMis1	0.44295	49	0.000984	71	0.967365
ABCB4_87418851	allMis1	0.854148	49	0.530105	73	0.859079
NAPEPLD_103124552	allMis1	0.416679	49	0.003377	71	0.982891
RBM48_92533186	allMis1	0.1793	48	4.8e-05	76	0.944131
TMEM209_130171103	allMis1	0.446156	49	0.012456	70	0.953331
KDM7A_140132731	allMis1	0.539882	49	0.005494	71	0.95758
PLXNA4_132130909	allMis1	0.855587	49	0.000174	77	0.95103
UBE3C_157172963	allMis1	0.90493	48	0.00149	75	0.940442
INTS10_19844484	allMis1	0.635487	48	0.003206	72	0.88491
KCNU1_36836746	allMis1	0.797483	48	0.005918	73	0.262357
SH2D4A_19362991	allMis1	0.018091	30	0.000867	72	0.971289
GPAT4_41611693	allMis1	0.675598	48	0.015702	74	0.852225
DCAF13_103417231	allMis1	0.737429	48	0.021294	79	0.969872
DCAF13_103433246	allMis1	0.461152	31	0.018795	78	0.950101
MTBP_120456167	allMis1	0.637362	48	0.024263	71	0.544776
RRM2B_102217903	allMis1	0.711055	49	8e-05	79	0.973075
VPS13B_99875122	allMis1	0.385862	48	0.046778	78	0.968578
ASAP1_130136682	allMis1	0.698176	49	6e-06	79	0.967219
FAM135B_138137753	allMis1	0.759282	49	1e-06	72	0.936952
FRMPD1_37724677	allMis1	0.568707	48	9.8e-05	79	0.976571
