decoyID	species	max1	pos1	max2	pos2	d	clade	matched_common_name
TRMT6_5944327	gadMor1	0.07503	14	0.541025	373	0.238462	Fish	Atlantic cod
DHX35_39004826	gadMor1	0.766511	48	0.32749	148	0.914848	Fish	Atlantic cod
DHX35_39018157	gadMor1	0.025793	94	0.385556	132	0.963458	Fish	Atlantic cod
HCK_32091299	gadMor1	0.849967	48	0.301941	137	0.910288	Fish	Atlantic cod
ITCH_34478299	gadMor1	0.702226	48	0.43072	107	0.715739	Fish	Atlantic cod
LPIN3_41352312	gadMor1	0.388654	48	0.31816	120	0.214876	Fish	Atlantic cod
DSCAM_40042711	gadMor1	0.134869	49	0.42015	143	0.797738	Fish	Atlantic cod
MCM3AP_46272262	gadMor1	0.327919	65	0.40791	128	0.897424	Fish	Atlantic cod
TBX1_19757130	gadMor1	0.182547	82	0.311664	127	0.942288	Fish	Atlantic cod
TTC28_28102417	gadMor1	0.917217	49	0.335637	159	0.960459	Fish	Atlantic cod
SMC1B_45384962	gadMor1	0.831196	49	0.722956	79	0.929296	Fish	Atlantic cod
HADHA_26192036	gadMor1	0.175997	49	0.415132	106	0.85	Fish	Atlantic cod
WDR35_19979717	gadMor1	0.092583	49	0.494061	111	0.938743	Fish	Atlantic cod
CAMKMT_44770665	gadMor1	0.034801	5	0.496128	280	0.944016	Fish	Atlantic cod
PPP4R3B_55569655	gadMor1	0.003008	86	0.561259	244	0.966298	Fish	Atlantic cod
VRK2_58129764	gadMor1	0.72505	48	0.315536	437	0.929321	Fish	Atlantic cod
ACTG2_73909457	gadMor1	0.691893	48	0.626703	88	0.922142	Fish	Atlantic cod
HK2_74875977	gadMor1	0.774393	48	0.634404	68	0.867851	Fish	Atlantic cod
POLR1A_86043750	gadMor1	0.118159	63	0.65962	122	0.651631	Fish	Atlantic cod
ANAPC1_111865222	gadMor1	0.005669	0	0.807771	109	0.926814	Fish	Atlantic cod
LIMS1_108671180	gadMor1	0.514338	48	0.326092	163	0.864213	Fish	Atlantic cod
SCN3A_165169637	gadMor1	0.268267	49	0.388973	159	0.843805	Fish	Atlantic cod
WDSUB1_159258169	gadMor1	0.917937	43	0.474255	203	0.891316	Fish	Atlantic cod
PLEKHA3_178486199	gadMor1	0.414631	48	0.317075	98	0.964	Fish	Atlantic cod
SESTD1_179179421	gadMor1	0.488592	49	0.387618	96	0.955723	Fish	Atlantic cod
SP5_170715767	gadMor1	0.375444	48	0.310421	384	0.400504	Fish	Atlantic cod
COL4A3_227302793	gadMor1	0.047306	9	0.72488	425	0.837612	Fish	Atlantic cod
GIGYF2_232808604	gadMor1	0.157624	48	0.973695	102	0.913951	Fish	Atlantic cod
LRRFIP1_237755584	gadMor1	0.969567	48	0.401147	79	0.835667	Fish	Atlantic cod
SLC4A3_219637544	gadMor1	0.805003	66	0.578092	229	0.068323	Fish	Atlantic cod
ATP2B2_10379466	gadMor1	0.885086	40	0.359015	361	0.939329	Fish	Atlantic cod
CELSR3_48654603	gadMor1	0.014315	49	0.759279	100	0.710145	Fish	Atlantic cod
GOLGA4_37282973	gadMor1	0.095616	48	0.700907	133	0.964583	Fish	Atlantic cod
CACNA1D_53666885	gadMor1	0.732845	48	0.343775	288	0.938428	Fish	Atlantic cod
RAD54L2_51636486	gadMor1	0.600158	48	0.970283	118	0.748299	Fish	Atlantic cod
SFMBT1_52918835	gadMor1	0.534362	45	0.627816	230	0.887624	Fish	Atlantic cod
TKT_53229224	gadMor1	0.665444	49	0.40794	107	0.112033	Fish	Atlantic cod
NAA50_113723169	gadMor1	0.254402	49	0.455018	187	0.25	Fish	Atlantic cod
NIT2_100340680	gadMor1	0.57747	48	0.441309	77	0.915858	Fish	Atlantic cod
PHLDB2_111973960	gadMor1	0.204379	48	0.634424	123	0.25142	Fish	Atlantic cod
POLQ_121495369	gadMor1	0.004986	35	0.66216	499	0.73124	Fish	Atlantic cod
RABL3_120690526	gadMor1	0.734471	49	0.950701	106	0.915515	Fish	Atlantic cod
DNAJC13_132503071	gadMor1	0.836496	24	0.368182	579	0.214455	Fish	Atlantic cod
CLCN2_184357902	gadMor1	0.09118	49	0.635206	113	0.431373	Fish	Atlantic cod
ADD1_2906633	gadMor1	0.659914	46	0.555536	139	0.918259	Fish	Atlantic cod
GRK4_3021668	gadMor1	0.998878	48	0.751249	459	0.826184	Fish	Atlantic cod
HTT_3160156	gadMor1	0.04805	52	0.597887	113	0.960075	Fish	Atlantic cod
PROM1_16016280	gadMor1	0.112734	23	0.441845	106	0.946355	Fish	Atlantic cod
PDGFRA_54290201	gadMor1	0.002445	56	0.306334	137	0.846569	Fish	Atlantic cod
PKD2_88048756	gadMor1	0.707395	48	0.763238	315	0.938494	Fish	Atlantic cod
GAR1_109818706	gadMor1	0.694826	48	0.325915	208	0.609514	Fish	Atlantic cod
PPP3CA_101033922	gadMor1	0.011842	65	0.438917	145	0.920156	Fish	Atlantic cod
KIAA1109_122272081	gadMor1	0.729384	42	0.585785	89	0.018727	Fish	Atlantic cod
RNF175_153726670	gadMor1	0.015463	27	0.794257	135	0.966075	Fish	Atlantic cod
TBC1D9_140669296	gadMor1	0.946766	49	0.655302	151	0.533835	Fish	Atlantic cod
TBC1D9_140669858	gadMor1	0.002396	49	0.758545	119	0.778107	Fish	Atlantic cod
CDH9_26890019	gadMor1	0.640025	49	0.55042	135	0.474517	Fish	Atlantic cod
DNAJC21_34931760	gadMor1	0.317886	48	0.992703	149	0.923943	Fish	Atlantic cod
LMBRD2_36110147	gadMor1	0.568758	54	0.375722	124	0.809033	Fish	Atlantic cod
NIPBL_36999371	gadMor1	0.193787	39	0.415707	115	0.972788	Fish	Atlantic cod
RICTOR_38960724	gadMor1	0.264282	49	0.429897	130	0.924468	Fish	Atlantic cod
CMYA5_79790775	gadMor1	0.252607	48	0.459359	134	0.929735	Fish	Atlantic cod
HEXB_74716366	gadMor1	0.972483	48	0.610418	345	0.645226	Fish	Atlantic cod
DNAJC18_139421842	gadMor1	0.470986	49	0.397901	130	0.94692	Fish	Atlantic cod
ADAM19_157493643	gadMor1	0.192609	49	0.596738	214	0.844527	Fish	Atlantic cod
CREBRF_173085084	gadMor1	0.189546	0	0.305387	174	0.884437	Fish	Atlantic cod
RUFY1_179586562	gadMor1	0.180093	47	0.333282	102	0.952104	Fish	Atlantic cod
TENM2_168261733	gadMor1	0.903004	48	0.491394	117	0.742215	Fish	Atlantic cod
FOXF2_1393524	gadMor1	0.784188	97	0.49462	369	0.86099	Fish	Atlantic cod
GMDS_2117171	gadMor1	0.319245	49	0.35375	101	0.936574	Fish	Atlantic cod
MYLIP_16129735	gadMor1	0.009461	55	0.607996	213	0.788122	Fish	Atlantic cod
NOTCH4_32221750	gadMor1	0.611955	49	0.528344	200	0.805296	Fish	Atlantic cod
PRRC2A_31627676	gadMor1	0.005026	43	0.993733	216	0.406015	Fish	Atlantic cod
DNAH8_38987850	gadMor1	0.00221	51	0.384392	132	0.937963	Fish	Atlantic cod
FOXP4_41584600	gadMor1	0.729132	30	0.479069	191	0.894341	Fish	Atlantic cod
TFAP2B_50821476	gadMor1	0.997192	48	0.37656	650	0.836973	Fish	Atlantic cod
TMEM63B_44137448	gadMor1	0.588397	48	0.545424	116	0.942496	Fish	Atlantic cod
QRSL1_106656257	gadMor1	0.153637	48	0.589046	233	0.965968	Fish	Atlantic cod
SEC63_107905864	gadMor1	0.069208	71	0.368783	111	0.937534	Fish	Atlantic cod
TBX18_84752664	gadMor1	0.886203	49	0.71902	79	0.916982	Fish	Atlantic cod
FYN_111696927	gadMor1	0.525611	49	0.899821	234	0.872664	Fish	Atlantic cod
NR2E1_108175445	gadMor1	0.191178	48	0.508497	154	0.90584	Fish	Atlantic cod
TUBE1_112073673	gadMor1	0.342025	52	0.311936	85	0.944503	Fish	Atlantic cod
TXLNB_139259364	gadMor1	0.274657	49	0.372847	106	0.974466	Fish	Atlantic cod
SFT2D1_166326591	gadMor1	0.88673	49	0.455424	272	0.873584	Fish	Atlantic cod
SYNE1_152345331	gadMor1	0.02007	49	0.584059	109	0.95802	Fish	Atlantic cod
UNC93A_167295104	gadMor1	0.042827	48	0.387653	988	0.274441	Fish	Atlantic cod
ACTB_5530194	gadMor1	0.000402	37	0.898336	656	0.101147	Fish	Atlantic cod
DNAH11_21706698	gadMor1	0.953736	48	0.322121	182	0.918142	Fish	Atlantic cod
DNAH11_21715681	gadMor1	0.017649	48	0.505295	176	0.962248	Fish	Atlantic cod
DNAH11_21746991	gadMor1	0.5913	47	0.381222	150	0.930844	Fish	Atlantic cod
SNX13_17833803	gadMor1	0.776107	49	0.350883	69	0.975996	Fish	Atlantic cod
TTYH3_2651590	gadMor1	0.084151	28	0.822545	125	0.846321	Fish	Atlantic cod
VWDE_12352677	gadMor1	0.454343	49	0.556775	201	0.936388	Fish	Atlantic cod
TNS3_47398670	gadMor1	0.259417	49	0.645836	108	0.955952	Fish	Atlantic cod
ADAM22_88163776	gadMor1	0.850112	48	0.44206	93	0.889818	Fish	Atlantic cod
AASS_122117323	gadMor1	0.43552	49	0.308281	102	0.919199	Fish	Atlantic cod
AKR1D1_138099061	gadMor1	0.164722	48	0.503173	194	0.971585	Fish	Atlantic cod
CUL1_148785793	gadMor1	0.880182	21	0.805448	161	0.935459	Fish	Atlantic cod
CUL1_148797133	gadMor1	0.007278	48	0.482801	115	0.976826	Fish	Atlantic cod
BMP1_22203211	gadMor1	0.909201	48	0.387288	212	0.92078	Fish	Atlantic cod
LPL_19951366	gadMor1	0.703927	48	0.452693	115	0.918628	Fish	Atlantic cod
GPAT4_41615214	gadMor1	0.003637	48	0.50273	106	0.968934	Fish	Atlantic cod
ENPP2_119619082	gadMor1	0.867897	49	0.476909	234	0.737493	Fish	Atlantic cod
PTDSS1_96305032	gadMor1	0.365618	48	0.875432	162	0.930114	Fish	Atlantic cod
TBC1D31_123107230	gadMor1	0.514829	13	0.389994	89	0.972665	Fish	Atlantic cod
VPS13B_99851751	gadMor1	0.399558	3	0.454846	660	0.817401	Fish	Atlantic cod
FAM135B_138137753	gadMor1	0.21166	49	0.492215	123	0.905154	Fish	Atlantic cod
ACER2_19450354	gadMor1	0.768116	48	0.328654	158	0.957385	Fish	Atlantic cod
DMRT2_1053335	gadMor1	0.86108	48	0.327544	117	0.87931	Fish	Atlantic cod
MLLT3_20448600	gadMor1	0.38734	49	0.303967	71	0.987582	Fish	Atlantic cod
PTCH1_95481124	gadMor1	0.76028	49	0.359862	77	0.870459	Fish	Atlantic cod
RASEF_83008478	gadMor1	0.460678	49	0.407278	222	0.852283	Fish	Atlantic cod
TMEM2_71736341	gadMor1	0.010186	59	0.43417	121	0.953745	Fish	Atlantic cod
HMCN2_130326821	gadMor1	0.099221	48	0.316262	124	0.892907	Fish	Atlantic cod
PBX3_125933382	gadMor1	0.980534	48	0.405941	463	0.882096	Fish	Atlantic cod
PNPLA7_137493853	gadMor1	0.814031	49	0.586169	123	0.622255	Fish	Atlantic cod
TSC1_132901168	gadMor1	0.395967	20	0.351865	44	0.788235	Fish	Atlantic cod
WNK3_54251105	gadMor1	0.005018	0	0.885206	133	0.805271	Fish	Atlantic cod
LONRF3_119009493	gadMor1	0.556166	48	0.317188	69	0.888972	Fish	Atlantic cod
OCRL_129582470	gadMor1	0.979661	48	0.433436	242	0.968314	Fish	Atlantic cod
FMR1_147929646	gadMor1	0.958888	48	0.543202	182	0.847458	Fish	Atlantic cod
DCLRE1C_14921697	melUnd1	0.602236	49	0.333955	167	0.946104	Aves	Budgerigar
GTPBP4_990430	melUnd1	0.869329	48	0.76756	306	0.899261	Aves	Budgerigar
MYO3A_26200430	melUnd1	0.966814	48	0.477879	367	0.953179	Aves	Budgerigar
MYPN_68159973	melUnd1	0.213412	48	0.843172	118	0.954688	Aves	Budgerigar
MYPN_68196181	melUnd1	0.965728	45	0.445204	211	0.800313	Aves	Budgerigar
PARD3_34564782	melUnd1	0.832907	49	0.971347	313	0.959388	Aves	Budgerigar
DDX21_68964180	melUnd1	0.072553	67	0.573359	106	0.941176	Aves	Budgerigar
EXOC6_93057916	melUnd1	0.83237	48	0.301649	120	0.828016	Aves	Budgerigar
KIF20B_89740558	melUnd1	0.931754	48	0.602972	325	0.930561	Aves	Budgerigar
HELLS_94562547	melUnd1	0.002595	10	0.887382	104	0.974314	Aves	Budgerigar
TAF5_103368599	melUnd1	0.373461	47	0.725753	215	0.952323	Aves	Budgerigar
WNT8B_100480650	melUnd1	0.956339	48	0.866851	89	0.297048	Aves	Budgerigar
DOCK1_126944196	melUnd1	0.003176	50	0.921582	260	0.972868	Aves	Budgerigar
GFRA1_116092014	melUnd1	0.011064	49	0.401386	390	0.721506	Aves	Budgerigar
INPP5A_132708559	melUnd1	0.078976	63	0.425856	107	0.929952	Aves	Budgerigar
OSBPL5_3091483	melUnd1	0.008645	36	0.336017	177	0.696292	Aves	Budgerigar
RRM1_4126181	melUnd1	0.763012	48	0.358664	108	0.934079	Aves	Budgerigar
TEAD1_12675014	melUnd1	0.443268	13	0.362161	347	0.309064	Aves	Budgerigar
ACCSL_44055347	melUnd1	0.208456	48	0.414335	143	0.825266	Aves	Budgerigar
IGHMBP2_68936120	melUnd1	0.987233	48	0.555463	442	0.348302	Aves	Budgerigar
MYO7A_77197314	melUnd1	0.014217	48	0.374243	112	0.962357	Aves	Budgerigar
PAK1_77374909	melUnd1	0.96286	49	0.712606	188	0.959992	Aves	Budgerigar
POLD3_74605359	melUnd1	0.814409	48	0.895055	160	0.974864	Aves	Budgerigar
TCIRG1_68044688	melUnd1	0.859842	48	0.373217	158	0.467697	Aves	Budgerigar
EED_86273785	melUnd1	0.740827	48	0.397359	189	0.937889	Aves	Budgerigar
C2CD2L_119109342	melUnd1	0.239871	28	0.562638	137	0.748458	Aves	Budgerigar
KMT2A_118507354	melUnd1	0.699157	54	0.335041	130	0.781855	Aves	Budgerigar
NCAPD3_134177752	melUnd1	0.79039	49	0.479421	231	0.779608	Aves	Budgerigar
NCAPD3_134178766	melUnd1	0.18834	49	0.529097	119	0.156425	Aves	Budgerigar
NCAPD3_134184403	melUnd1	0.184736	49	0.440757	113	0.958322	Aves	Budgerigar
POU2F3_120243225	melUnd1	0.95084	45	0.978865	542	0.802461	Aves	Budgerigar
TECTA_121111504	melUnd1	0.092993	48	0.708076	125	0.95207	Aves	Budgerigar
A2M_9100279	melUnd1	0.425236	49	0.738993	179	0.62071	Aves	Budgerigar
CACNA1C_2506696	melUnd1	0.811005	48	0.426619	270	0.926679	Aves	Budgerigar
ITPR2_26717716	melUnd1	0.894442	49	0.462801	252	0.8751	Aves	Budgerigar
PIK3C2G_18493764	melUnd1	0.000833	3	0.685944	165	0.838114	Aves	Budgerigar
ACVRL1_51909040	melUnd1	0.965195	26	0.30483	563	0.822902	Aves	Budgerigar
KRT71_52548062	melUnd1	0.017296	49	0.496929	118	0.466418	Aves	Budgerigar
LARP4_50437497	melUnd1	0.988182	48	0.306682	207	0.900407	Aves	Budgerigar
LRP1_57176472	melUnd1	0.22416	45	0.450465	159	0.757986	Aves	Budgerigar
NAV3_78122612	melUnd1	0.975901	48	0.342567	264	0.94356	Aves	Budgerigar
OTOGL_80229549	melUnd1	0.79992	48	0.645825	116	0.913068	Aves	Budgerigar
PTPRR_70764269	melUnd1	0.390772	49	0.33241	81	0.936245	Aves	Budgerigar
ATP2B1_89617460	melUnd1	0.769039	49	0.317201	324	0.889797	Aves	Budgerigar
ATP2B1_89629108	melUnd1	0.967019	49	0.625258	271	0.856945	Aves	Budgerigar
FGD6_95137814	melUnd1	0.22401	49	0.4587	112	0.904412	Aves	Budgerigar
GNPTAB_101788899	melUnd1	0.91107	49	0.888408	165	0.881824	Aves	Budgerigar
IGF1_102479262	melUnd1	0.836925	49	0.598736	1814	0.573625	Aves	Budgerigar
NT5DC3_103781461	melUnd1	0.899147	49	0.944589	260	0.901558	Aves	Budgerigar
PLXNC1_94300629	melUnd1	0.065063	48	0.853624	125	0.843651	Aves	Budgerigar
VEZT_95265323	melUnd1	0.549727	48	0.395699	165	0.943391	Aves	Budgerigar
ATXN2_111517186	melUnd1	0.360436	49	0.444156	168	0.526714	Aves	Budgerigar
MED13L_116018225	melUnd1	0.935214	49	0.42473	100	0.844862	Aves	Budgerigar
NAA25_112049993	melUnd1	0.778733	49	0.76139	320	0.758488	Aves	Budgerigar
PLBD2_113386613	melUnd1	0.170105	48	0.557066	128	0.897831	Aves	Budgerigar
RFX4_106713279	melUnd1	0.478273	7	0.330845	65	0.920933	Aves	Budgerigar
WASHC4_105136735	melUnd1	0.792831	48	0.424766	335	0.823141	Aves	Budgerigar
ATP6V0A2_123713105	melUnd1	0.937174	48	0.36882	128	0.949826	Aves	Budgerigar
BICDL1_120090729	melUnd1	0.607057	48	0.723411	183	0.847374	Aves	Budgerigar
RNF10_120573860	melUnd1	0.002883	18	0.669526	194	0.922037	Aves	Budgerigar
SBNO1_123342799	melUnd1	0.122349	49	0.740568	117	0.971884	Aves	Budgerigar
MICU2_21505878	melUnd1	0.055344	18	0.355575	904	0.845396	Aves	Budgerigar
MTMR6_25263349	melUnd1	0.578389	49	0.397941	100	0.933657	Aves	Budgerigar
VWA8_41700863	melUnd1	0.519681	49	0.361243	363	0.79955	Aves	Budgerigar
WBP4_41064150	melUnd1	0.593364	93	0.328009	250	0.834028	Aves	Budgerigar
ZC3H13_45957695	melUnd1	0.726298	23	0.507111	68	0.80648	Aves	Budgerigar
GPR180_94626665	melUnd1	0.090209	48	0.618002	180	0.029963	Aves	Budgerigar
VPS36_52449528	melUnd1	0.984922	49	0.413171	244	0.86629	Aves	Budgerigar
FARP1_98411872	melUnd1	0.864404	48	0.669421	75	0.733844	Aves	Budgerigar
