decoyID	species	max1	pos1	max2	pos2	d
PNN_39175521	vicPac2	0.00314	8	0.987769	128	0.028319
LRRC9_59923183	vicPac2	0.037076	31	0.9894	395	0.224588
GABRG3_26976641	vicPac2	0.045478	4	0.18769	131	0.492562
OCA2_28026712	vicPac2	0.049741	51	0.719773	293	0.534398
FBN1_48426813	vicPac2	0.004602	29	0.728197	270	0.245419
VPS13C_61880230	vicPac2	0.001327	27	0.609664	162	0.424273
MTHFS_79889556	vicPac2	0.001913	89	0.918547	139	0.330226
RLBP1_89219187	vicPac2	0.031511	59	0.018459	108	0.696053
CAPN15_528231	vicPac2	0.011315	35	0.544582	498	0.613134
ADAT1_75621929	vicPac2	0.015879	15	0.145587	715	0.227246
CMIP_81516552	vicPac2	4e-06	2	0.949124	47531	0.268196
ZNRF1_75096324	vicPac2	0.000945	41	0.894353	119	0.312199
ATAD5_30861293	vicPac2	0.00325	48	0.973254	185	0.850289
MED24_40027351	vicPac2	0.012825	47	0.998411	359	0.272058
BPTF_67920485	vicPac2	0.004886	22	0.793668	290	0.390698
CTD-2501B8.1_63507193	vicPac2	0.002671	53	0.256607	128	0.026432
WIPI1_68424012	vicPac2	0.027962	49	0.920962	343	0.358833
MRPL58_75018103	vicPac2	0.046409	66	0.66163	230	0.539107
WDR7_56743213	vicPac2	1.8e-05	93	0.275652	212	0.408069
RAB3D_11339157	vicPac2	0.012196	29	0.778527	187	0.424775
SBNO2_1110561	vicPac2	0.039329	49	0.295555	149	0.854597
UPF1_18845817	vicPac2	0.002495	37	0.846874	201	0.379674
ANKRD65_1420728	vicPac2	0.011948	23	0.057267	111	0.887073
JAK1_64864159	vicPac2	0.005522	81	0.644266	258	0.714904
NFIA_61365832	vicPac2	1.7e-05	3	0.040903	15477	0.142637
SNX27_151620045	vicPac2	2.8e-05	15	0.154451	8634	0.388419
TNR_175331999	vicPac2	0.007858	93	0.384992	686	0.286772
XRN2_21387370	vicPac2	0.009314	11	0.935411	193	0.063002
PRDM15_41869919	vicPac2	0.047477	99	0.556934	611	0.760854
PHF21B_44894951	vicPac2	0.002203	12	9e-06	47	0.981517
SREBF2_41834067	vicPac2	0.04865	59	0.680886	157	0.010695
GRHL1_9952294	vicPac2	0.000236	42	0.550052	516	0.008228
MFSD2B_24012025	vicPac2	0.002402	86	0.162774	198	0.194923
DNAH6_84546951	vicPac2	0.033356	36	0.306224	836	0.497906
HK2_74888637	vicPac2	0.011777	49	0.708722	132	0.233463
M1AP_74647274	vicPac2	0.001433	31	0.966552	237	0.425491
ACMSD_134867963	vicPac2	0.000505	26	0.831988	122	0.328473
COL4A3_227302793	vicPac2	0.031877	23	0.988426	1686	0.096261
USP40_233497583	vicPac2	0.008231	43	0.356383	121	0.092613
POPDC2_119643048	vicPac2	0.047368	62	0.87633	360	0.022124
TMEM39A_119449891	vicPac2	0.018137	74	0.020957	1795	0.280774
PARP9_122563054	vicPac2	0.031579	49	0.972278	226	0.287075
GRK4_3026035	vicPac2	0.033987	17	0.496479	1315	0.654238
ARL9_56508662	vicPac2	0.022268	55	0.809803	592	0.480603
STIM2_26961145	vicPac2	2.7e-05	30	0.888938	2466	0.324097
ENOPH1_82453668	vicPac2	0.042963	48	0.829699	117	0.483077
SLC9B2_103074284	vicPac2	0.013434	84	0.854837	133	0.381473
RNF175_153726670	vicPac2	0.012258	56	0.492485	2997	0.1801
FSTL5_161464211	vicPac2	2e-06	91	0.047491	352	0.515115
HPF1_169756127	vicPac2	0.031214	34	0.169845	466	0.424383
WDR70_37697617	vicPac2	1e-06	53	0.206171	11145	0.646187
THBS4_80080414	vicPac2	0.035878	44	0.843179	121	0.268577
CTNNA1_138781847	vicPac2	0.001133	82	0.483627	3685	0.647049
ADAMTS2_179344507	vicPac2	0.000335	11	0.98407	284	0.403727
GABRP_170783628	vicPac2	0.012425	68	0.633821	166	0.04023
SIRT5_13580305	vicPac2	0.003156	86	0.559023	260	0.485871
PRICKLE4_41782161	vicPac2	0.026859	59	0.356537	693	0.337745
TAF8_42073946	vicPac2	0.009051	88	0.92363	230	0.287609
COL12A1_75205012	vicPac2	0.005486	73	0.62504	105	0.031168
PLG_160731415	vicPac2	0.018813	34	0.908091	212	0.227496
COL28A1_7359746	vicPac2	9e-06	98	0.621083	212	0.04694
MAFK_1531079	vicPac2	0.000506	21	0.969564	100	0.304947
KIAA1324L_86917603	vicPac2	0.007018	83	0.034605	1659	0.239946
NSMAF_58604351	vicPac2	0.034379	49	0.123206	244	0.253884
KDM4C_6989431	vicPac2	0.046595	48	0.006119	722	0.203222
FGF16_77448137	vicPac2	0.016188	36	0.868481	209	0.120342
STAM_17711093	allMis1	0.035747	48	0.976012	106	0.957996
PARD3_34564782	allMis1	0.000285	69	0.003434	7038	0.931701
KIF20B_89728738	allMis1	0.005739	33	0.001182	56	0.921053
BLNK_96205894	allMis1	0.003739	52	0.000354	96	0.955475
OSBPL5_3091483	allMis1	0.013426	65	0.939732	159	0.330425
TRIM66_8623160	allMis1	0.005703	28	0.002471	65	0.951297
KIAA1549L_33666873	allMis1	0.00121	9	0.488075	478	0.590192
MYBPC3_47341335	allMis1	0.03716	78	0.153167	109	0.863905
OSBP_59594862	allMis1	0.017461	49	0.342794	108	0.963559
CCDC90B_83281102	allMis1	0.015517	12	0.066619	169	0.967781
MYO7A_77197314	allMis1	0.039726	48	0.996046	258	0.771522
PAK1_77374909	allMis1	0.009589	49	0.997554	115	0.893245
TBX10_67631993	allMis1	0.005747	28	0.875986	145	0.310345
TCIRG1_68048792	allMis1	0.012806	2	0.665603	147	0.257711
RDX_110274815	allMis1	0.01357	54	0.037132	136	0.978492
PHLDB1_118611138	allMis1	0.00733	9	0.600854	282	0.611012
VPS11_119068372	allMis1	0.004675	11	0.624831	158	0.844237
DNM1L_32720199	allMis1	0.00583	48	0.26034	105	0.937469
ACVRL1_51909040	allMis1	0.003358	39	0.987866	162	0.750462
PCBP2_53452714	allMis1	0.036107	4	0.867399	284	0.726307
RPS26_56042379	allMis1	0.031493	1	0.97541	197	0.014124
ATP23_57946829	allMis1	0.00208	35	0.114497	100	0.910688
NUP107_68709022	allMis1	0.040597	48	0.225626	1262	0.723443
MVK_109581005	allMis1	0.011098	48	0.38997	122	0.918552
FBRSL1_132581584	allMis1	0.000519	45	0.332234	178	0.343653
PARP4_24489974	allMis1	0.036276	47	0	67	0.984533
AJUBA_22974347	allMis1	0.001739	51	0.000138	85	0.895377
PNN_39175521	allMis1	0.001031	23	0.995872	124	0.304425
LRRC9_59923183	allMis1	0.006167	46	0.217567	185	0.973173
PROX2_74861210	allMis1	0.004019	25	0.482924	283	0.854979
MTA1_105460683	allMis1	0.007259	6	0.578986	223	0.342365
PPP4R3A_91484642	allMis1	0.033491	49	0.006887	114	0.945151
TRIP11_92010687	allMis1	0.029669	27	0.002516	50	0.969988
TTC8_88875662	allMis1	0.046771	68	4.6e-05	98	0.956636
FMN1_32910178	allMis1	0.000244	20	5.4e-05	46	0.965396
EPB42_43210570	allMis1	0.00055	9	0.000118	40	0.944186
INO80_41047736	allMis1	0.026658	14	0.00527	41	0.887515
MAPKBP1_41820072	allMis1	7.3e-05	6	2e-06	37	0.96875
ITGA11_68327446	allMis1	0.001038	49	0.999746	690	0.178827
MESP1_89750442	allMis1	0.006874	3	0.029931	117	0.473684
RP11-697E2.12_90295035	allMis1	0.000299	38	0.879355	154	0.487239
TARSL2_101722324	allMis1	0.000738	11	0.000345	31	0.957196
CAPN15_528231	allMis1	0.000207	6	0.629705	193	0.531172
DECR2_410440	allMis1	0.026678	47	0.01856	133	0.518957
WDR90_658723	allMis1	0.021684	60	0.192248	105	0.478006
ABCC6_16157874	allMis1	0.042293	19	0.035284	95	0.93563
ABCC6_16170662	allMis1	0.047686	31	0.000241	64	0.977047
TNRC6A_24730106	allMis1	0.014511	31	0.714112	341	0.318812
UQCRC2_21981339	allMis1	0.009539	24	0.00051	45	0.970233
ABCC12_48145174	allMis1	0.011464	32	0.268328	237	0.852074
CNGB1_57920712	allMis1	0.001984	14	0.000254	53	0.977007
CMIP_81516552	allMis1	0.000529	29	0.78965	7313	0.918723
GSE1_85662166	allMis1	0.001146	48	0.602702	291	0.30898
SLC38A8_84014919	allMis1	0.007555	4	0.006627	50	0.965217
TMEM231_75540775	allMis1	0.014922	12	0.004851	96	0.920722
MYBBP1A_4542813	allMis1	0.019828	1	0.020422	171	0.359259
MYBBP1A_4550737	allMis1	0.046194	68	0.60442	146	0.796308
AP2B1_35625343	allMis1	0.017374	59	0.000443	92	0.954503
ATAD5_30861293	allMis1	0.001172	46	0.972116	137	0.937187
CWC25_38809886	allMis1	0.002867	24	0.341258	103	0.84769
KSR1_27605175	allMis1	0.001201	20	0.000245	64	0.912935
CTD-2501B8.1_63507193	allMis1	0.028431	56	0.353466	128	0.295154
TSPOAP1_58324381	allMis1	0.046839	57	0.552275	570	0.343842
ABCA9_68989543	allMis1	0.038828	49	0.000725	70	0.854981
MRPL58_75018103	allMis1	0.0085	13	0.002432	51	0.977108
TBCD_82938535	allMis1	0.002153	34	1.8e-05	64	0.950339
LAMA1_6994254	allMis1	7.3e-05	37	3.6e-05	64	0.961832
CEP192_13048537	allMis1	0.013401	48	0	71	0.989129
LAMA3_23838031	allMis1	0.001079	31	0.000924	62	0.959777
LOXHD1_46592668	allMis1	0.035578	43	0.148418	116	0.88061
FSTL3_677323	allMis1	0.006553	97	0.674087	534	0.292522
PIP5K1C_3658721	allMis1	0.041611	49	0.997161	233	0.677834
RAB3D_11339157	allMis1	0.015594	22	0.446181	145	0.728049
ANKRD65_1420728	allMis1	0.02186	33	0.502836	423	0.580238
CENPS_10435217	allMis1	0.000284	4	1.2e-05	38	0.990443
MFN2_11989122	allMis1	0.004168	37	0.002523	79	0.98783
RPA2_27895296	allMis1	1.8e-05	10	3e-06	34	0.985957
KANK4_62247919	allMis1	0.041684	49	0.003942	87	0.979975
HSD17B7_162805152	allMis1	0.000705	8	0.000452	54	0.950385
QSOX1_180185254	allMis1	0.007133	19	0.000391	57	0.967158
REN_204163681	allMis1	0.010021	40	0.00472	122	0.968773
GALNT2_230276900	allMis1	0.049659	48	0.228868	101	0.975811
ARFGEF2_49017944	allMis1	0.00082	11	0.000446	43	0.957402
LSM14B_62133706	allMis1	0.002609	17	0.000686	39	0.923664
PREX1_48706198	allMis1	0.004218	49	0.000102	99	0.985814
SRMS_63541797	allMis1	0.019732	24	0.679597	137	0.517941
PRDM15_41869919	allMis1	0.002513	8	0.222548	317	0.90344
MED15_20568948	allMis1	0.002603	2	0.998219	1100	0.777454
SCARF2_20431676	allMis1	0.018627	65	0.173429	119	0.137255
TBX1_19757130	allMis1	0.027726	0	0.999335	868	0.151838
CHADL_41240480	allMis1	0.018638	67	0.57779	551	0.222633
NCAPH2_50516942	allMis1	0.004711	23	0.367317	226	0.707267
PRR5_44733323	allMis1	0.003524	22	0.456741	1129	0.152524
TAB1_39429213	allMis1	0.008005	48	0.999211	302	0.026943
SMC6_17695962	allMis1	0.026701	49	0.016845	114	0.890826
KIAA1841_61068610	allMis1	0.032236	9	0.014192	38	0.922861
QPCT_37349760	allMis1	0.025055	59	0.210177	466	0.928696
VRK2_58084562	allMis1	0.026397	40	0.133483	169	0.686088
M1AP_74647274	allMis1	0.018095	50	0.002046	82	0.984117
MRPS5_95110325	allMis1	0.00051	11	0.000109	42	0.988288
ARHGAP15_143603729	allMis1	0.031106	51	0.096276	813	0.619683
VIL1_218431716	allMis1	0.016627	81	0.323097	215	0.766017
CFAP65_219021046	allMis1	0.002794	25	0.00238	155	0.888961
SLC4A3_219629070	allMis1	0.000937	3	0.831396	231	0.047619
TRAF3IP1_238344180	allMis1	0.005496	58	0.002738	79	0.979146
PFKFB4_48554631	allMis1	0.000917	51	0.942225	134	0.781207
FAM3D_58646331	allMis1	0.00092	39	4.5e-05	72	0.980724
MAGI1_65438336	allMis1	0.01238	29	0.000255	65	0.971429
BBX_107747473	allMis1	0.03133	15	0.004709	64	0.978527
HGD_120678253	allMis1	0.025894	11	0.597638	132	0.913771
POPDC2_119643048	allMis1	0.004147	22	0.001374	43	0.92146
TMEM39A_119449891	allMis1	0.007446	13	0.168347	123	0.967594
ACAD9_128901217	allMis1	0.018047	48	0.009681	72	0.939885
PARP9_122563054	allMis1	0.002376	27	0.839547	164	0.948219
SLC15A2_121896728	allMis1	0.001208	88	0.908801	171	0.712991
SI_165071829	allMis1	0.000296	8	0.000155	38	0.98951
PCYT1A_196239183	allMis1	0.033195	49	0.019229	80	0.852197
GRK4_3026035	allMis1	0.001526	15	0.001345	63	0.985085
PROM1_16016280	allMis1	0.017737	27	0.267207	233	0.856946
ARL9_56508662	allMis1	0.004646	15	0.00045	63	0.987703
HERC6_88431034	allMis1	0.000463	1	4.6e-05	40	0.979283
CENPE_103148736	allMis1	0.002017	30	0.433117	175	0.781636
CENPE_103175758	allMis1	0.004177	22	0.000289	42	0.941126
C4orf33_129095293	allMis1	0.049432	14	0.381598	791	0.87696
RNF175_153726670	allMis1	0.012036	33	0.210499	356	0.880464
HPF1_169756127	allMis1	0.001245	5	0.000264	52	0.986807
RAPGEF2_159341396	allMis1	0.013917	36	0.000447	60	0.95234
DNAJC21_34931760	allMis1	0.00524	48	0.873995	110	0.929947
LPCAT1_1460808	allMis1	0.000397	8	0.256903	102	0.842857
ERAP2_96897964	allMis1	0.009175	41	0.4617	115	0.95441
PGGT1B_115240736	allMis1	0.002191	15	8.2e-05	42	0.982359
TMCO6_140640146	allMis1	0.045694	80	0.003854	119	0.931485
ADAMTS2_179344507	allMis1	0.018376	28	0.701216	151	0.407276
TIMD4_156959350	allMis1	0.018545	32	0.011889	122	0.984793
BTBD9_38595668	allMis1	0.000535	21	7.3e-05	69	0.954575
NOTCH4_32221750	allMis1	0.036714	82	0.003475	118	0.845794
PRRC2A_31627676	allMis1	0.016283	50	0.000296	78	0.866165
PRICKLE4_41782161	allMis1	6e-06	7	6e-06	28	0.979412
TAF8_42073946	allMis1	0.003419	0	0.003111	46	0.988133
LAMA4_112157468	allMis1	0.023992	83	0.786653	198	0.907661
SOGA3_127448100	allMis1	0.000316	90	0.686906	218	0.895413
ENPP3_131644202	allMis1	0.00554	21	0.570965	175	0.978825
LPA_160532311	allMis1	0.000891	20	0.000293	40	0.906631
PLG_160734481	allMis1	0.04843	48	0.017146	165	0.941319
CYP2W1_986294	allMis1	0.000231	14	0.546237	533	0.339528
CYP2W1_988168	allMis1	0.010349	13	0.555966	257	0.687204
MAFK_1531079	allMis1	0.005139	97	0.462585	1024	0.243622
BAZ1B_73445095	allMis1	0.001599	13	0.292209	106	0.96412
MAGI2_78196059	allMis1	0.012038	20	0.007518	81	0.966919
CYP3A7_99713787	allMis1	0.0216	76	0.588753	108	0.813953
PDAP1_99406706	allMis1	0.014537	0	0.682582	116	0.954904
SLC26A5_103394982	allMis1	0.006853	33	0.983405	116	0.949637
CPA4_130296192	allMis1	0.008964	65	0.009575	100	0.97945
SMO_129211944	allMis1	0.048963	65	0.00032	93	0.667614
MGAM_142035771	allMis1	0.026538	74	3.9e-05	98	0.926367
SLC4A2_151067649	allMis1	0.046381	35	0.015682	200	0.565884
ELP3_28095954	allMis1	0.000533	3	0.000283	28	0.987023
HMBOX1_28967032	allMis1	0.00075	2	0.000671	27	0.984163
SH2D4A_19362991	allMis1	0.018091	30	0.000867	72	0.971289
UTP23_116769909	allMis1	0.004812	22	0.001988	66	0.966848
FER1L6_124068141	allMis1	0.00081	62	3.4e-05	91	0.941889
KCNK9_139614923	allMis1	0.004086	57	0.271848	249	0.795847
TG_132964957	allMis1	0.000288	11	0.000248	33	0.98298
ACER2_19450354	allMis1	0.000638	13	0.000429	45	0.984504
DMRT2_1053335	allMis1	0.016431	18	0.015146	112	0.929845
TNC_115084919	allMis1	0.009838	6	0.004635	89	0.922148
LHX6_122207196	allMis1	0.019996	26	0.001271	51	0.98459
RABL6_136823905	allMis1	0.001533	12	0.994722	661	0.38954
PPP2R3B_340702	allMis1	0.000715	75	0.77128	482	0.342145
MSN_65738059	allMis1	0.025521	48	0.072213	155	0.874708
SYTL4_100690782	allMis1	0.000102	9	4.2e-05	45	0.911972
CDNF_14837155	dasNov3	0.001602	49	0.549426	696	0.182675
HERC4_67926751	dasNov3	0.000191	8	0.976958	118	0.46537
PARD3_34564782	dasNov3	0.033345	95	0.492996	21806	0.41474
LIPJ_88587775	dasNov3	0.001707	9	0.012756	348	0.319964
DOCK1_126944196	dasNov3	8e-06	84	0.192385	14739	0.479835
SCUBE2_9053241	dasNov3	0.015371	3	0.75086	113	0.238462
TEAD1_12675014	dasNov3	0.006151	36	0.005574	167	0.73997
KIAA1549L_33666873	dasNov3	0.019677	14	0.081995	699	0.360522
DYNC2H1_103206841	dasNov3	0.015286	21	0.141827	418	0.828543
PANX3_124617111	dasNov3	0.041721	58	0.252452	187	0.549176
WNK1_856945	dasNov3	8e-06	73	0.092671	6113	0.466844
ADCY6_48772968	dasNov3	0.006194	17	0.7954	233	0.609375
FREM2_38860187	dasNov3	0.000206	97	0.814961	175	0.361011
VPS36_52449528	dasNov3	0.010292	22	0.966163	114	0.452772
PNN_39175521	dasNov3	0.000104	9	0.970994	128	0.014159
PROX2_74861210	dasNov3	0.000513	55	0.653185	632	0.168063
GABRG3_26976641	dasNov3	0.045887	48	0.932222	220	0.287192
OCA2_28019368	dasNov3	0.007058	49	0.398727	478	0.296883
RLBP1_89219187	dasNov3	0.026493	53	0.68858	277	0.077632
CAPN15_528231	dasNov3	0.001293	53	0.866437	269	0.891771
ADAT1_75621929	dasNov3	0.036857	44	0.452543	906	0.238548
CMIP_81516552	dasNov3	0.018178	70	0.586046	81650	0.396006
ZNRF1_75096324	dasNov3	0.016557	23	0.401812	321	0.57512
MED24_40027351	dasNov3	0.001974	85	0.998717	395	0.27827
CTD-2501B8.1_63507193	dasNov3	0.008728	53	0.186909	128	0.066079
PCTP_55773503	dasNov3	0.041537	48	0.497067	128	0.237012
MRPL58_75018103	dasNov3	0.001797	40	0.539374	204	0.568485
WDR7_56743213	dasNov3	6.9e-05	11	0.023571	2740	0.225044
ANKRD65_1420728	dasNov3	0.00342	17	0.91467	299	0.524517
VPS13D_12342660	dasNov3	0.001879	6	0.969327	102	0.652878
ATG4C_62832032	dasNov3	0.000687	3	0.629895	126	0.168548
NFIA_61365832	dasNov3	1.4e-05	94	0.088035	9816	0.161257
USP24_55164152	dasNov3	0.019547	65	0.026446	640	0.112396
DENND2D_111188431	dasNov3	0.021092	38	0.649351	142	0.132558
SNX27_151620045	dasNov3	1e-06	2	0.222927	10164	0.417164
UBE2Q1_154554515	dasNov3	0.015392	7	0.342864	856	0.000929
FMO3_171111938	dasNov3	0.009444	58	0.291078	179	0.032497
ERO1B_236243022	dasNov3	0.005455	43	0.693098	268	0.407891
SLC23A2_4858191	dasNov3	0.04223	12	0.004325	51	0.971599
PRDM15_41870968	dasNov3	0.005388	21	0.033316	219	0.079167
CABIN1_24113382	dasNov3	3e-06	37	0.063975	6125	0.267451
GGT1_24604553	dasNov3	0.004332	73	0.737647	538	0.449799
CHADL_41240480	dasNov3	0.004888	29	0.684645	156	0.532544
PNPLA3_43942503	dasNov3	0.021954	36	0.231918	884	0.737136
CPSF3_9448084	dasNov3	0.00515	96	0.099062	228	0.559223
GREB1_11613874	dasNov3	0.036024	12	7.7e-05	53	0.979062
NOL10_10604177	dasNov3	0.027313	27	0.35848	111	0.321861
QPCT_37349760	dasNov3	0.002542	94	0.621439	2391	0.294301
LONRF2_100295758	dasNov3	0.008905	53	0.808777	172	0.839692
DPP4_162012049	dasNov3	0.006226	42	0.575267	151	0.061827
CELSR3_48654603	dasNov3	0.007205	23	0.452876	245	0.366667
PARP9_122563054	dasNov3	0.000308	21	0.944471	247	0.227838
RASA2_141515393	dasNov3	0.003793	47	0.450064	863	0.340569
OPA1_193654712	dasNov3	0.018734	43	0.006447	907	0.590245
GRK4_3026035	dasNov3	0.03562	86	0.094031	209	0.580393
STIM2_26961145	dasNov3	1e-05	83	0.255114	4085	0.396122
HELQ_83429005	dasNov3	0.006037	53	0.68612	218	0.762355
WDR17_176113300	dasNov3	0.010465	26	0.102083	1705	0.288953
LPCAT1_1458281	dasNov3	0.048393	84	0.000163	104	0.94554
LPCAT1_1460808	dasNov3	0.041636	46	0.354875	206	0.741758
SEMA5A_9043733	dasNov3	0.016653	81	0.015087	144	0.276289
WDR70_37697617	dasNov3	0	68	0.091401	6277	0.685121
THBS4_80080414	dasNov3	0.027925	12	0.599251	178	0.508505
ADAMTS2_179344507	dasNov3	0.009718	55	0.683788	501	0.150843
DPYSL3_147413113	dasNov3	0.013907	28	0.699027	341	0.186879
GRIA1_153493086	dasNov3	0.009483	44	0.629788	125	0.073953
BRPF3_36199160	dasNov3	0.006897	92	0.510808	325	0.094891
BTBD9_38595668	dasNov3	0.02477	83	0.646056	209	0.205062
MYLIP_16129735	dasNov3	0.000139	14	0.969897	138	0.247191
MYO6_75837487	dasNov3	0.001411	96	0.537224	154	0.437698
SEC63_107905864	dasNov3	0.022928	78	0.03979	913	0.498082
ENPP3_131635674	dasNov3	0.001012	21	0.67664	370	0.60529
COL28A1_7359746	dasNov3	3.8e-05	76	0.962398	112	0.219251
GRID2IP_6509548	dasNov3	0.007295	32	0.776239	113	0.743446
VWDE_12352677	dasNov3	0.026292	49	0.015025	311	0.392349
PPIA_44796847	dasNov3	0.007937	56	0.630009	508	0.289185
